LONGITUDE,LATITUDE,DIS_LAKE,DIS_MAJOR_RIVER,DIS_OCEAN,PRECI_AVG,TEMP_AVG
-105,62,1444168.0,2007997.0,1613238.0,240.8172413793103,-8.095186758620688
-104,62,1490638.0,2036304.0,1663364.0,245.57499999999993,-8.772916931034484
-103,62,1536586.0,2066046.0,1713817.0,255.076724137931,-8.931824379310344
-102,62,1549509.0,2097160.0,1764561.0,267.3094827586207,-9.073922379310343
-101,62,1535943.0,2129581.0,1815567.0,274.21378965517243,-9.460488724137932
-100,62,1524649.0,2163248.0,1866808.0,275.0275862068966,-9.764439999999999
-99,62,1515681.0,2198098.0,1918258.0,276.594827586207,-9.689870586206897
-98,62,1509080.0,2234072.0,1969895.0,287.7086206896552,-10.316308034482757
-97,62,1504878.0,2245421.0,2021700.0,300.9068965517242,-10.895114379310346
-96,62,1503097.0,2235270.0,2073652.0,312.51724137931035,-10.877945172413792
-95,62,1503038.0,2226897.0,2074369.0,324.4672413793104,-10.807399413793103
-84,62,1454447.0,1897830.0,1544665.0,282.2689689655172,-10.389655310344828
-83,62,1434880.0,1895662.0,1498696.0,286.46379655172416,-10.218390344827586
-77,62,1190599.0,1749836.0,1232073.0,350.05689655172404,-9.893965724137933
-105,63,1494135.0,2103825.0,1652359.0,217.03793103448274,-9.387931103448276
-104,63,1539704.0,2130235.0,1700210.0,226.19482758620688,-10.368534586206897
-103,63,1585888.0,2158026.0,1748468.0,238.20258620689648,-10.45775879310345
-102,63,1632627.0,2187144.0,1797094.0,248.73706896551724,-10.971336
-101,63,1644470.0,2217533.0,1846053.0,254.60862413793103,-11.248563965517246
-100,63,1634172.0,2249137.0,1895313.0,259.1905172413793,-11.519827724137933
-99,63,1626003.0,2281902.0,1944846.0,264.07413793103456,-11.69296024137931
-98,63,1619995.0,2315775.0,1994626.0,269.5603448275862,-11.722990137931033
-97,63,1616173.0,2350704.0,2044630.0,279.1482758620689,-11.957471620689653
-96,63,1614553.0,2345080.0,2074498.0,289.8499999999999,-11.730315689655173
-95,63,1614499.0,2324925.0,2027292.0,295.0068965517241,-11.539799206896552
-94,63,1611702.0,2286907.0,1981876.0,295.5413793103448,-11.142241103448274
-93,63,1616774.0,2253680.0,1933715.0,294.26321379310343,-10.94013431034483
-92,63,1621417.0,2220768.0,1886809.0,281.2293103448276,-11.14992817241379
-87,63,1650882.0,2101858.0,1636427.0,283.50689655172414,-11.211494172413794
-86,63,1614676.0,2055632.0,1592365.0,282.8574655172414,-11.347126000000003
-85,63,1588568.0,2043070.0,1550743.0,280.3126448275862,-11.108428793103448
-83,63,1517699.0,2010102.0,1435426.0,260.83448620689654,-10.77873548275862
-82,63,1483288.0,1986840.0,1399791.0,277.0568896551724,-10.595832827586207
-81,63,1459817.0,1975031.0,1364239.0,299.1500137931034,-10.016379448275863
-105,64,1550526.0,2201140.0,1697914.0,212.18103482758622,-10.938290275862066
-104,64,1593452.0,2225797.0,1743422.0,210.29224137931033,-11.10811679310345
-103,64,1637072.0,2251780.0,1789409.0,212.62068965517238,-11.164009068965516
-102,64,1681326.0,2279041.0,1835834.0,217.6551724137931,-11.478161896551724
-101,64,1726160.0,2307529.0,1882659.0,223.51982758620693,-11.656177758620686
-100,64,1743956.0,2337198.0,1929850.0,232.78534482758624,-11.80761479310345
-99,64,1736486.0,2368000.0,1977374.0,243.64137931034492,-12.183836103448277
-98,64,1730995.0,2399886.0,2025203.0,253.94741379310344,-12.244179999999998
-95,64,1725975.0,2405797.0,1985357.0,286.5318965517242,-11.86795989655172
-94,64,1727623.0,2372841.0,1937917.0,283.5232724137931,-11.695617896551726
-93,64,1729648.0,2339777.0,1891158.0,281.70862068965516,-11.783549413793102
-92,64,1734064.0,2308350.0,1844011.0,280.22586206896557,-11.789870827586206
-91,64,1731519.0,2278256.0,1796858.0,279.94913448275855,-11.545545517241377
-90,64,1730939.0,2251216.0,1748071.0,279.5534482758621,-11.925431241379307
-89,64,1729093.0,2223943.0,1702223.0,280.178448275862,-12.047269999999996
-88,64,1754097.0,2223433.0,1655139.0,281.11034827586207,-11.89137906896552
-87,64,1706378.0,2157291.0,1593638.0,288.0155172413793,-11.48908024137931
-86,64,1684338.0,2145012.0,1560709.0,291.6310344827587,-11.872772172413793
-85,64,1648155.0,2122457.0,1513464.0,295.221551724138,-12.567455413793104
-82,64,1533535.0,2041742.0,1394369.0,270.2000034482758,-11.072413931034482
-117,65,1091690.0,2135746.0,1196872.0,245.8525827586207,-8.151293034482759
-116,65,1135153.0,2140805.0,1240473.0,253.74913793103445,-9.162715827586206
-115,65,1179289.0,2147507.0,1284700.0,264.83103448275864,-9.794540551724136
-114,65,1224019.0,2155836.0,1327799.0,273.7637931034482,-10.14267196551724
-113,65,1269277.0,2165773.0,1370940.0,282.42241379310343,-10.371048965517243
-112,65,1315002.0,2177294.0,1414708.0,281.24913793103445,-10.839224
-111,65,1361142.0,2190372.0,1459044.0,262.9422413793104,-11.283117965517246
-110,65,1407651.0,2204980.0,1503890.0,254.37241379310345,-11.530819172413793
-109,65,1454488.0,2221084.0,1549199.0,250.4956896551724,-10.904094931034479
-108,65,1496525.0,2238650.0,1594925.0,241.49310344827586,-10.37499917241379
-107,65,1534267.0,2257643.0,1641028.0,227.7844827586207,-10.50847772413793
-106,65,1572962.0,2278024.0,1687471.0,214.28362068965515,-11.086207034482758
-105,65,1612540.0,2299754.0,1734223.0,196.55172413793096,-11.431537896551726
-104,65,1652930.0,2322792.0,1781253.0,182.36724137931034,-11.509771
-103,65,1694064.0,2347098.0,1828534.0,173.38965517241377,-11.569252793103448
-102,65,1735835.0,2372629.0,1876042.0,181.7431034482759,-11.67672413793104
-101,65,1778249.0,2399343.0,1923755.0,196.0405172413793,-11.759195551724137
-100,65,1821256.0,2427198.0,1970103.0,211.3689655172414,-12.059338724137929
-99,65,1847103.0,2456152.0,2015556.0,223.9775862068965,-12.231105999999999
-98,65,1842069.0,2486163.0,2061368.0,237.62155172413793,-12.419324379310343
-97,65,1838868.0,2517190.0,2042349.0,250.85344827586206,-12.395257999999998
-96,65,1837513.0,2521600.0,1995651.0,261.7206896551724,-12.542816206896553
-95,65,1837467.0,2489047.0,1948900.0,270.1405172413793,-12.80366379310345
-94,65,1838227.0,2457456.0,1902099.0,272.79913793103447,-13.046264137931033
-93,65,1840833.0,2426869.0,1855249.0,272.96206896551723,-13.170833793103444
-92,65,1843672.0,2396349.0,1809267.0,271.5181034482758,-13.065157344827586
-91,65,1841112.0,2367946.0,1762026.0,269.4577586206896,-13.104741275862072
-90,65,1831948.0,2336436.0,1718319.0,272.4241275862069,-13.121120827586207
-89,65,1839540.0,2316121.0,1665068.0,270.3353413793103,-12.884697103448273
-88,65,1834845.0,2292512.0,1620697.0,274.84999999999997,-12.352226896551725
-87,65,1810875.0,2283373.0,1570269.0,276.25862413793106,-12.320977034482757
-86,65,1757011.0,2237573.0,1528690.0,282.36293103448276,-12.359698275862065
-85,65,1719017.0,2210607.0,1485223.0,284.2103413793103,-13.644397241379313
-117,66,1149146.0,2246858.0,1253309.0,236.41379310344828,-9.651364896551728
-116,66,1189496.0,2251547.0,1293985.0,239.44310344827585,-10.31989996551724
-115,66,1230649.0,2257762.0,1335398.0,243.71810344827588,-11.058691724137931
-114,66,1272522.0,2265488.0,1377475.0,249.86292758620692,-11.134914034482756
-113,66,1315041.0,2274710.0,1420153.0,256.3120689655172,-11.701509172413793
-112,66,1358140.0,2285408.0,1463374.0,261.6008620689655,-11.185704206896554
-111,66,1401761.0,2297561.0,1507087.0,256.74655172413793,-10.932471034482758
-110,66,1445852.0,2311144.0,1551237.0,247.55517241379312,-10.777513827586207
-108,66,1534410.0,2337555.0,1636172.0,219.54022413793103,-10.522222137931033
-107,66,1580500.0,2360196.0,1681322.0,196.9801724137931,-11.382399793103446
-106,66,1626048.0,2379214.0,1725562.0,176.99051724137934,-12.06738506896552
-105,66,1671875.0,2399509.0,1770180.0,152.4077586206897,-12.446623448275862
-104,66,1717433.0,2421049.0,1815141.0,132.17069000000004,-12.583405172413793
-103,66,1756085.0,2443798.0,1860416.0,123.95000034482759,-12.562500000000004
-102,66,1795476.0,2467718.0,1905976.0,128.74224137931034,-12.635057137931035
-101,66,1835555.0,2492775.0,1951797.0,139.36379310344827,-13.06903793103448
-100,66,1876273.0,2518930.0,1997855.0,153.44568965517246,-13.316667137931036
-99,66,1917567.0,2546148.0,2044130.0,166.45775862068967,-13.546336068965516
-98,66,1953205.0,2574390.0,2056980.0,177.35344827586206,-13.613577689655173
-97,66,1949110.0,2602428.0,2011519.0,186.4275862068966,-13.596479517241377
-96,66,1946698.0,2603178.0,1964809.0,197.4198275862069,-13.727944931034482
-95,66,1948974.0,2574446.0,1918235.0,206.20431034482755,-14.832973103448273
-94,66,1949672.0,2544684.0,1871870.0,216.49137931034483,-14.890588275862072
-93,66,1952069.0,2515899.0,1825450.0,227.49827586206894,-14.576795172413794
-92,66,1956156.0,2488131.0,1778976.0,239.7629310344828,-14.65409482758621
-91,66,1953517.0,2461416.0,1732449.0,249.00344827586204,-14.68671
-90,66,1950559.0,2435792.0,1685871.0,254.44568965517232,-14.46602
-117,67,1214155.0,2358022.0,1316708.0,233.49655172413802,-11.251508689655173
-114,67,1319539.0,2358563.0,1423644.0,228.03275862068966,-12.55603379310345
-113,67,1360096.0,2367134.0,1464482.0,221.96551724137927,-12.458046
-112,67,1403084.0,2381650.0,1507660.0,204.57931034482755,-12.008812896551724
-111,67,1448662.0,2401245.0,1553370.0,191.50948275862063,-12.169684620689656
-110,67,1485400.0,2405586.0,1590323.0,188.50919655172413,-12.222031068965515
-107,67,1619083.0,2463541.0,1724273.0,153.25258620689658,-13.674712413793104
-106,67,1662449.0,2481301.0,1767715.0,142.56982758620688,-13.689583793103449
-105,67,1706164.0,2500271.0,1811490.0,132.32758620689654,-13.695976896551725
-104,67,1749644.0,2519518.0,1854526.0,127.92586206896551,-13.868462068965517
-103,67,1790473.0,2531479.0,1893558.0,122.68505862068966,-13.844540344827589
-102,67,1834886.0,2550934.0,1936653.0,121.71838379310348,-13.94425275862069
-101,67,1881610.0,2579275.0,1982751.0,124.68275862068963,-14.143893448275865
-100,67,1925250.0,2601099.0,2025334.0,129.63793551724137,-14.27375379310345
-99,67,1972669.0,2633290.0,2073516.0,136.31034482758616,-14.388313689655172
-98,67,2010531.0,2656822.0,2031508.0,140.65171379310343,-14.387356482758621
-97,67,2050956.0,2688636.0,1988962.0,145.8793103448276,-14.369539551724138
-96,67,2054039.0,2681812.0,1934564.0,160.46551724137933,-14.518103448275859
-95,67,2060495.0,2661788.0,1893647.0,174.6577586206897,-14.969468275862067
-94,67,2061139.0,2633755.0,1847884.0,188.90603448275857,-15.18663793103448
-93,67,2063348.0,2606671.0,1802067.0,203.7836206896552,-15.296767931034484
-92,67,2067116.0,2580570.0,1756197.0,220.39396551724136,-15.017168965517241
-91,67,2064705.0,2555486.0,1710276.0,234.08448275862065,-14.936422413793105
-122,68,1131313.0,2468950.0,1226761.0,184.2275862068965,-12.597844827586204
-121,68,1159497.0,2466341.0,1256246.0,183.84482758620686,-13.429813103448279
-120,68,1189121.0,2465063.0,1287021.0,188.7681034482759,-13.639079655172415
-119,68,1220076.0,2465120.0,1318991.0,192.94482758620686,-12.33326103448276
-118,68,1249990.0,2463728.0,1349843.0,195.62844827586204,-12.187283931034482
-117,68,1281666.0,2463284.0,1382369.0,200.56034482758625,-11.863433448275861
-116,68,1317797.0,2471187.0,1419093.0,204.30689655172418,-11.44705506896552
-115,68,1349048.0,2474106.0,1450930.0,190.81379310344823,-11.11264424137931
-114,68,1418343.0,2518039.0,1520378.0,132.41724172413797,-12.026724620689656
-113,68,1443720.0,2520086.0,1546185.0,134.04138000000003,-12.544540448275864
-112,68,1481629.0,2530534.0,1584503.0,140.88103413793104,-12.84224055172414
-111,68,1520004.0,2542352.0,1623230.0,135.30689620689654,-13.069971379310346
-110,68,1557551.0,2553505.0,1661103.0,126.76724137931035,-13.11925275862069
-109,68,1590277.0,2545899.0,1694366.0,135.95172344827586,-12.989081172413794
-107,68,1662794.0,2562544.0,1767357.0,139.87816413793104,-14.15124551724138
-106,68,1696013.0,2568292.0,1800776.0,138.96552172413791,-14.103448965517243
-105,68,1741155.0,2599540.0,1845933.0,135.52068965517242,-13.673276551724138
-102,68,1866619.0,2675326.0,1971551.0,124.24137965517241,-14.122702068965514
-99,68,2010381.0,2738331.0,2047913.0,133.46551689655172,-14.22069024137931
-98,68,2046868.0,2756109.0,2009853.0,133.30775862068967,-14.34173803448276
-94,68,2167405.0,2718447.0,1828146.0,194.4908206896552,-14.645019310344827
-93,68,2174666.0,2699011.0,1785355.0,204.60603448275867,-14.923419310344828
-92,68,2178147.0,2674478.0,1740279.0,222.08448275862062,-14.908261724137931
-91,68,2164053.0,2646380.0,1701909.0,237.59310344827588,-13.714798620689656
-122,69,1210513.0,2566889.0,1303615.0,182.04595620689656,-12.342720586206898
-121,69,1224113.0,2550740.0,1318846.0,174.8551724137931,-12.12888020689655
-120,69,1243910.0,2538120.0,1340171.0,172.9775862068966,-10.909483793103448
-117,69,1381698.0,2604931.0,1479728.0,169.24827586206897,-11.669252310344826
-116,69,1404394.0,2598975.0,1503380.0,168.74482758620687,-12.282471137931033
-115,69,1436277.0,2603804.0,1535989.0,165.65344827586208,-12.981178620689654
-114,69,1463716.0,2599694.0,1564282.0,159.67327586206898,-12.331608034482755
-113,69,1494489.0,2602910.0,1595676.0,152.50258620689655,-12.708405172413794
-112,69,1529655.0,2611546.0,1631351.0,144.71379310344827,-13.016308275862071
-111,69,1565559.0,2621371.0,1667706.0,138.44741379310346,-13.23469827586207
-110,69,1602146.0,2632369.0,1704693.0,135.19051724137935,-13.545546206896557
-109,69,1639365.0,2644526.0,1742269.0,135.32068965517243,-13.714871034482758
-108,69,1677596.0,2659517.0,1780788.0,137.3948275862069,-13.831106551724135
-107,69,1724956.0,2688423.0,1828281.0,138.94023344827588,-14.20919517241379
-104,69,1832675.0,2721591.0,1936809.0,134.55086206896553,-14.380315862068965
-103,69,1870493.0,2736632.0,1974807.0,133.4160910344828,-14.237068275862068
-102,69,1921447.0,2777909.0,2025732.0,138.72931034482758,-14.24310379310345
-99,69,2037159.0,2811171.0,2035030.0,145.14482758620693,-14.158621137931036
-98,69,2073943.0,2837774.0,1998389.0,152.88851034482758,-14.377203103448277
-97,69,2113356.0,2853311.0,1954948.0,160.18620689655174,-14.459914275862067
-96,69,2169869.0,2887918.0,1906518.0,180.28103448275863,-14.239367241379306
-95,69,2215023.0,2854684.0,1858137.0,185.80689655172415,-14.444253103448276
-93,69,2280572.0,2789357.0,1777828.0,181.85057931034487,-14.834195862068963
-92,69,2261766.0,2751905.0,1732501.0,202.1534482758621,-14.848994137931037
-117,70,1451569.0,2701632.0,1547629.0,155.16206931034483,-12.711493551724136
-116,70,1476173.0,2699648.0,1573228.0,159.41725482758622,-12.271743586206897
-115,70,1503580.0,2701367.0,1601486.0,160.34137931034482,-11.935056586206894
-114,70,1536035.0,2708349.0,1634674.0,160.01896551724138,-11.46738506896552
-113,70,1569687.0,2717358.0,1668967.0,157.23218482758622,-11.981513517241384
-112,70,1599209.0,2721653.0,1699137.0,152.99655172413796,-12.278592413793103
-111,70,1631809.0,2729912.0,1732289.0,147.85344827586206,-13.2040224137931
-110,70,1665976.0,2740182.0,1766945.0,144.2301724137931,-13.853950344827583
-109,70,1700815.0,2751538.0,1802226.0,142.22844827586206,-14.156897586206897
-108,70,1736282.0,2763966.0,1838092.0,140.9344827586207,-14.590804482758621
-107,70,1772334.0,2777451.0,1874503.0,140.28534482758621,-14.62909448275862
-106,70,1808933.0,2791974.0,1911426.0,139.97413793103448,-14.791235172413796
-105,70,1844839.0,2805920.0,1947638.0,139.7965517241379,-14.593894137931034
-104,70,1873375.0,2805454.0,1976632.0,138.49137931034485,-14.457184137931032
-103,70,1906045.0,2813521.0,2009621.0,140.32413793103444,-14.239224137931034
-102,70,1939043.0,2820044.0,2042937.0,142.26206896551722,-14.16321896551724
-97,70,2167645.0,2972076.0,1933354.0,192.2258620689655,-14.722701379310346
-96,70,2197987.0,2957855.0,1901151.0,196.85775862068965,-15.175646896551722
-95,70,2238552.0,2933734.0,1858323.0,200.98965517241376,-16.461134827586207
-94,70,2279383.0,2910318.0,1815418.0,202.20086206896553,-16.488362413793098
-93,70,2312979.0,2876733.0,1775905.0,200.46552758620683,-15.223946551724136
-92,70,2340993.0,2845581.0,1742368.0,196.8172413793103,-15.289941724137933
-119,71,1501506.0,2825665.0,1592939.0,162.86034482758623,-12.140086448275861
-118,71,1508716.0,2807028.0,1601614.0,164.42413793103447,-12.817816103448274
-117,71,1530724.0,2805194.0,1624717.0,163.08017241379312,-12.889870103448278
-116,71,1555973.0,2806517.0,1650956.0,164.02413793103452,-13.160488275862066
-115,71,1583311.0,2810723.0,1679160.0,165.13448275862066,-13.086134482758622
-114,71,1611908.0,2816137.0,1708558.0,166.3413793103448,-13.058906896551724
-113,71,1641389.0,2822610.0,1738773.0,167.01379310344825,-13.78067551724138
-112,71,1671705.0,2830134.0,1769762.0,166.12327586206897,-13.9038075862069
-111,71,1702806.0,2838699.0,1801479.0,163.84741379310347,-14.315876896551725
-110,71,1734648.0,2848295.0,1833885.0,160.9,-14.359123448275865
-109,71,1764234.0,2855498.0,1864021.0,157.18103448275866,-14.11113551724138
-108,71,1797302.0,2863532.0,1897664.0,151.2057482758621,-14.367720689655176
-107,71,1834187.0,2883148.0,1934840.0,151.18275862068967,-14.699712758620688
-106,71,1868573.0,2896742.0,1969618.0,149.68793103448274,-14.712858620689655
-105,71,1891900.0,2902297.0,1993296.0,151.2362068965517,-14.445257931034483
-100,71,2102697.0,3025433.0,2062617.0,218.46206896551726,-14.176725517241382
-99,71,2129095.0,3033641.0,2028644.0,225.44655172413795,-14.158908620689655
-98,71,2175038.0,3069474.0,1986060.0,235.03103448275863,-14.127298965517241
-97,71,2198501.0,3054421.0,1939417.0,227.02413793103452,-15.147126206896552
-96,71,2236359.0,3037735.0,1897273.0,228.18793103448277,-15.016234482758623
-95,71,2273003.0,3023017.0,1860715.0,233.49423793103446,-15.55229827586207
-94,71,2304934.0,2987354.0,1819815.0,233.28965172413788,-14.484386551724135
-117,72,1617165.0,2914076.0,1709036.0,178.03879310344834,-14.03807448275862
-116,72,1641899.0,2917510.0,1734742.0,183.45517241379315,-14.853017241379309
-115,72,1665121.0,2919424.0,1758891.0,185.36781379310344,-15.00613103448276
-114,72,1688119.0,2917633.0,1782933.0,190.28621724137932,-14.886686896551723
-113,72,1718358.0,2929469.0,1813792.0,196.85172413793103,-15.801293448275862
-112,72,1737405.0,2925572.0,1833717.0,196.41610689655175,-15.953831379310346
-111,72,1771147.0,2936427.0,1868168.0,193.23792758620687,-16.46221344827586
-110,72,1800337.0,2946826.0,1897899.0,200.0284482758621,-16.651652413793105
-109,72,1818704.0,2944761.0,1916915.0,189.99655172413796,-15.378735517241378
-108,72,1873355.0,2982228.0,1971829.0,186.58793103448278,-17.08311655172414
-107,72,1900589.0,2989284.0,1999593.0,178.0956896551724,-17.566954137931038
-106,72,1926300.0,2995032.0,2025807.0,171.90690344827584,-16.368965517241378
-103,72,2055979.0,3077125.0,2156235.0,172.50344827586207,-15.767242068965514
-102,72,2070479.0,3069585.0,2152567.0,176.09310344827588,-15.607183793103447
-101,72,2101652.0,3075556.0,2107341.0,203.25745862068968,-14.688314137931032
-100,72,2137056.0,3096953.0,2069754.0,208.91810344827587,-15.049567931034483
-115,73,1724679.0,2995521.0,1817033.0,209.59310344827585,-16.569108965517245
-108,73,1916376.0,3050358.0,2013634.0,192.32068965517243,-16.963792758620688
-107,73,1962647.0,3082390.0,2060156.0,182.31034482758616,-16.826724137931034
26,7,760360.5,1922358.0,1686109.0,1214.003448275862,28.620329655172416
-68,-55,41004.57,2429824.0,4380.79,468.77844827586216,4.050143724137931
36,22,347811.1,1547152.0,17017.1,73.00000003448275,25.029883793103448
-47,62,1502402.0,2304263.0,132827.2,720.2836206896551,-12.886134827586208
-46,62,1543674.0,2344345.0,130749.4,769.7215517241382,-13.750144827586208
-45,62,1585970.0,2385285.0,146690.5,1021.2241413793103,-13.307040344827591
-49,63,1502116.0,2306159.0,79478.67,606.5646551724138,-10.79396506896552
-48,63,1538215.0,2342228.0,124223.9,604.0017241379309,-13.010991034482762
