longitude,latitude,mean_
47.9,10.9,0.0
45.8,13.8,4.53
68.4,33.5,3.65
44.8,14.4,11.33
68.1,33.1,0.0
67.0,30.1,33.71
90.9,23.1,0.52
34.1,31.2,29.09
64.6,31.8,4.07
43.0,36.1,1.94
82.7,18.8,11.87
37.5,36.4,6.03
71.2,34.1,5.9
72.5,34.1,16.87
43.8,33.3,32.83
45.0,33.9,0.58
24.9,11.6,0.0
44.4,33.3,62.99
45.5,14.4,0.0
23.5,12.9,6.77
29.2,-1.7,13.58
49.3,15.5,0.54
68.7,32.6,0.0
-43.9,-19.9,61.14
44.4,33.3,62.99
73.7,30.8,9.19
68.9,36.7,18.82
16.6,31.2,47.38
72.0,34.2,24.19
22.6,32.8,24.94
44.6,34.9,26.24
44.4,33.7,28.48
65.7,36.7,1.72
81.6,19.9,0.36
121.9,7.0,4.55
65.6,31.4,0.0
36.3,33.5,56.4
74.1,32.9,11.76
68.8,33.9,0.0
44.4,33.3,62.99
45.3,31.3,46.08
43.1,36.4,52.01
68.8,27.5,14.45
85.1,24.5,1.24
64.7,31.7,0.0
64.7,31.8,0.0
6.4,7.7,0.52
51.4,35.6,62.93
43.5,34.9,37.79
44.1,33.3,42.94
49.4,17.1,0.0
20.2,32.1,59.2
43.3,33.4,39.36
64.4,31.6,14.1
45.3,2.1,5.48
67.8,33.5,0.0
-75.1,7.1,0.61
14.4,25.9,9.47
13.1,32.7,61.63
69.1,34.5,50.37
45.3,2.1,5.48
43.1,36.4,52.01
71.5,34.0,56.03
49.6,14.8,19.37
13.1,11.8,8.48
44.0,33.3,22.35
67.1,24.9,63.0
36.9,35.1,6.86
44.4,33.3,62.99
12.8,11.2,0.9
75.5,31.1,21.85
71.5,34.0,56.03
121.1,16.8,0.75
73.1,33.6,62.89
44.6,33.7,29.77
43.2,35.5,17.7
69.9,32.3,0.0
70.9,31.8,30.1
43.9,34.2,36.56
43.9,34.2,36.56
71.5,33.9,13.84
83.3,18.9,0.0
45.1,2.1,0.49
44.4,33.7,28.48
44.5,34.3,3.97
44.0,33.3,22.35
43.5,33.4,43.45
71.5,34.0,56.03
65.8,31.8,0.0
70.7,36.0,0.0
14.2,12.5,0.0
70.9,31.8,30.1
43.1,36.4,52.01
-76.3,3.0,10.82
67.1,24.9,63.0
66.6,27.8,14.63
75.1,33.9,4.44
43.3,35.8,32.16
44.4,33.3,62.99
43.5,34.5,0.4
86.3,24.8,0.0
36.7,36.2,5.38
73.1,33.6,62.89
73.2,34.3,18.27
35.5,33.9,51.64
44.9,33.9,8.11
70.4,32.3,1.15
67.2,29.4,0.0
71.6,34.2,11.65
122.9,8.1,0.0
43.7,34.6,47.25
29.2,-1.7,13.58
20.2,32.1,59.2
70.9,33.4,0.21
62.3,30.1,0.0
44.7,13.2,0.92
64.9,36.1,0.0
44.2,33.8,9.41
67.2,29.4,0.0
66.0,35.4,0.0
38.0,55.7,59.79
43.5,34.8,18.79
44.6,33.7,29.77
44.4,33.3,62.99
41.9,3.9,0.83
45.2,4.7,0.31
44.6,34.9,26.24
72.5,34.1,16.87
72.6,34.1,15.65
71.7,34.3,10.81
67.1,24.9,63.0
62.8,33.3,0.0
35.8,34.4,40.99
43.1,36.4,52.01
43.8,33.3,32.83
44.3,33.2,30.04
43.3,33.4,39.36
67.1,24.9,63.0
34.1,31.2,29.09
64.4,35.6,0.0
67.2,36.5,0.0
-76.5,0.5,9.35
44.2,34.0,31.38
137.1,-4.1,17.69
18.6,4.4,11.59
-77.0,2.3,0.0
-75.5,1.3,0.36
70.2,34.5,0.0
81.6,41.2,0.0
101.5,6.9,2.72
101.3,6.1,0.0
18.6,4.4,11.59
13.2,12.1,0.0
68.7,34.5,0.0
13.2,12.1,0.0
64.0,31.4,0.0
74.5,34.3,4.66
44.4,35.5,59.22
43.7,34.6,47.25
44.4,33.0,19.68
72.4,34.8,13.31
66.1,32.1,0.0
67.5,32.8,0.0
124.4,13.7,0.0
64.6,31.8,4.07
71.5,34.0,56.03
37.3,4.0,0.0
44.6,33.7,29.77
67.1,24.9,63.0
13.4,11.7,0.0
124.5,7.2,3.78
43.5,34.5,0.4
45.0,12.9,48.25
123.1,7.7,0.64
44.0,33.2,15.21
44.7,33.4,20.78
43.1,36.4,52.01
44.4,33.3,62.99
88.9,25.7,4.44
101.2,6.9,14.52
45.3,2.1,5.48
69.9,33.6,0.0
70.8,34.3,0.05
70.6,34.2,0.0
73.1,33.7,61.64
71.1,33.7,0.3
43.8,33.3,32.83
101.2,6.8,15.46
45.3,2.1,5.48
44.5,34.3,3.97
43.1,35.5,0.0
71.4,34.0,26.96
70.4,34.3,0.0
44.2,15.3,55.11
101.7,6.3,10.69
47.4,6.8,5.95
65.0,31.5,0.0
45.3,2.1,5.48
8.4,11.9,4.7
45.5,15.5,3.28
43.8,33.3,32.83
35.4,33.6,42.98
67.1,24.9,63.0
123.2,13.7,5.42
43.9,35.3,11.56
65.7,36.7,1.72
83.1,18.9,0.11
42.4,36.4,12.2
101.1,6.5,7.49
68.6,33.3,0.0
71.2,33.6,3.24
8.7,9.5,0.0
20.2,32.1,59.2
43.1,36.4,52.01
44.4,33.3,62.99
44.0,33.3,22.35
43.8,35.3,19.74
45.3,2.1,5.48
7.4,10.5,49.24
67.1,24.9,63.0
20.2,32.1,59.2
44.9,2.6,0.0
43.5,34.9,37.79
44.4,33.3,62.99
70.8,34.9,0.0
11.1,11.7,5.88
43.6,35.3,15.98
101.2,6.8,15.46
44.0,15.7,6.7
64.0,26.9,1.91
68.4,28.8,0.0
81.2,18.3,0.0
20.2,32.1,59.2
29.5,-6.6,0.0
16.6,31.2,47.38
42.5,-0.4,0.29
45.3,2.1,5.48
70.2,32.1,0.04
43.5,17.6,16.02
67.1,24.9,63.0
13.9,12.2,0.0
68.4,33.5,3.65
62.1,32.6,0.0
43.7,34.6,47.25
43.1,36.4,52.01
44.4,33.3,62.99
-72.4,-0.6,0.0
35.8,34.4,40.99
75.3,42.8,22.95
68.3,27.8,19.06
68.6,30.4,13.16
42.5,-0.4,0.29
44.5,1.8,0.0
-78.0,2.5,0.0
43.1,36.4,52.01
46.7,13.5,4.0
45.3,2.1,5.48
35.4,33.5,41.34
46.6,4.7,0.0
44.9,34.0,28.11
44.8,33.0,21.41
13.0,11.5,0.0
-75.0,1.5,0.0
73.1,33.7,61.64
69.9,33.3,2.03
44.4,33.3,62.99
45.7,32.4,23.0
43.1,36.4,52.01
71.4,34.0,26.96
44.0,33.3,22.35
43.4,34.9,19.33
43.8,34.5,11.51
69.7,32.9,0.0
73.3,19.4,13.58
36.6,35.4,3.31
26.9,-3.1,0.0
6.5,9.7,6.88
41.9,3.9,0.83
10.0,8.3,0.0
82.1,23.3,6.87
36.2,34.5,13.22
19.1,6.3,0.0
67.1,24.9,63.0
41.8,3.9,0.54
45.9,5.3,0.35
49.0,14.4,6.9
44.2,15.3,55.11
68.3,33.4,0.0
67.6,32.7,0.0
66.0,31.3,0.73
44.4,34.0,12.66
70.4,34.3,0.0
44.4,33.3,62.99
43.5,34.9,37.79
44.3,33.4,59.81
33.8,31.1,34.11
13.1,11.8,8.48
44.4,33.3,62.99
43.1,34.8,0.0
43.2,34.8,0.0
120.7,18.2,3.03
-77.9,2.6,2.06
34.1,31.2,29.09
71.2,34.9,0.3
43.4,34.9,19.33
43.5,34.8,18.79
43.2,35.5,17.7
10.0,9.1,0.13
72.5,34.9,1.7
7.9,7.9,0.0
64.6,31.8,4.07
125.9,8.6,3.15
20.2,32.1,59.2
42.5,-0.4,0.29
17.5,4.3,0.0
43.1,36.4,52.01
8.8,8.1,0.0
62.1,34.8,0.0
8.5,7.3,2.79
18.2,4.7,0.0
66.3,31.8,0.0
67.5,32.4,0.0
44.2,33.5,41.6
120.3,16.7,2.7
44.3,33.5,56.42
44.5,33.3,62.62
44.4,33.3,62.99
69.1,34.5,50.37
70.1,33.5,0.0
43.2,35.5,17.7
63.3,25.3,0.55
86.2,24.9,3.49
67.6,29.5,5.14
35.8,34.4,40.99
121.3,17.8,0.0
44.4,33.3,62.99
69.1,34.5,50.37
44.8,1.7,0.94
68.9,36.7,18.82
45.3,2.1,5.48
18.6,4.4,11.59
36.4,34.2,14.44
44.2,32.9,9.71
67.0,30.2,62.08
8.1,7.7,0.0
124.3,7.1,0.0
66.2,32.9,0.0
65.9,32.6,6.14
42.5,-0.4,0.29
69.1,34.5,50.37
44.8,1.7,0.94
44.6,1.7,0.0
44.0,1.1,1.1
75.5,32.4,26.15
75.3,32.5,17.19
43.9,33.6,1.06
43.8,33.3,32.83
36.0,35.9,8.83
35.8,34.4,40.99
69.9,33.3,2.03
42.5,3.2,0.0
46.4,5.5,0.0
9.9,6.9,0.0
45.5,14.1,4.02
67.0,30.2,62.08
67.2,32.2,0.0
20.2,32.1,59.2
47.9,4.7,0.0
65.1,31.6,0.78
6.8,12.8,0.0
5.3,12.1,0.0
63.7,30.1,0.0
64.9,36.1,0.0
45.3,2.1,5.48
43.3,33.4,39.36
-76.3,2.8,0.96
43.0,36.4,22.6
43.8,33.3,32.83
37.1,36.2,34.92
66.3,31.8,0.0
64.8,32.1,1.81
65.1,31.5,0.0
45.3,43.1,2.68
45.6,3.9,0.05
45.5,4.3,0.0
44.7,33.7,17.76
44.6,34.9,26.24
44.3,33.1,21.48
43.5,34.9,37.79
43.0,36.1,1.94
42.9,33.6,11.3
44.4,32.5,50.32
44.4,33.1,36.19
68.9,33.8,0.0
89.9,26.4,0.57
44.1,35.1,2.36
43.3,36.2,12.39
45.4,2.3,0.0
121.0,14.5,61.25
69.9,33.3,2.03
43.5,33.5,11.18
65.1,31.6,0.78
67.9,29.5,9.56
43.2,36.1,3.91
44.8,1.7,0.94
36.7,34.7,38.77
36.3,33.5,56.4
12.5,11.1,0.0
123.5,8.0,0.66
64.8,32.1,1.81
68.7,33.5,0.0
45.3,2.1,5.48
43.6,3.1,0.54
69.6,34.9,0.0
68.4,33.6,2.45
62.1,33.3,0.24
84.4,24.8,4.57
36.7,34.7,38.77
-76.6,3.0,2.94
20.2,32.1,59.2
65.9,32.6,6.14
65.0,31.6,0.19
47.4,6.8,5.95
44.0,33.3,22.35
44.3,33.1,21.48
43.1,36.4,52.01
44.4,33.3,62.99
43.3,33.4,39.36
43.9,34.2,36.56
72.3,34.5,2.63
36.7,34.7,38.77
15.6,7.5,0.0
71.2,35.1,0.0
44.4,33.5,47.62
12.0,11.2,0.0
44.6,33.7,29.77
67.1,24.9,63.0
44.4,33.6,32.88
31.2,31.0,54.73
46.6,4.7,0.0
46.9,43.3,9.79
44.4,33.3,62.99
13.9,12.0,0.49
44.9,34.0,28.11
14.5,12.1,0.0
67.1,24.9,63.0
86.5,25.2,0.0
66.6,31.2,0.0
36.7,34.7,38.77
74.3,34.4,5.1
69.0,34.0,2.07
43.2,36.3,40.22
67.7,32.7,0.0
49.4,16.9,0.0
49.0,16.0,41.78
37.6,48.9,13.27
81.9,18.9,0.27
80.8,18.8,6.73
68.6,33.9,0.0
44.2,15.3,55.11
13.8,11.1,0.0
44.4,33.7,28.48
44.6,33.7,29.77
43.3,33.4,39.36
43.9,34.2,36.56
43.7,34.6,47.25
44.7,33.8,20.79
70.5,33.3,0.05
126.1,8.6,0.65
120.8,14.9,31.12
69.1,28.9,0.53
44.4,33.7,28.48
44.4,33.1,36.19
44.4,33.6,32.88
43.8,33.3,32.83
64.9,36.2,0.0
68.4,33.1,0.0
31.3,49.4,9.32
88.6,24.4,31.39
45.3,2.1,5.48
48.5,15.3,0.0
64.6,31.8,4.07
69.7,33.2,0.0
65.3,34.8,0.0
69.8,33.2,0.0
43.7,34.6,47.25
69.2,32.9,0.0
43.5,34.9,37.79
43.9,34.2,36.56
44.3,32.8,33.86
43.5,34.9,37.79
44.6,34.9,26.24
43.3,33.4,39.36
36.7,34.7,38.77
12.9,11.4,0.0
44.0,33.3,22.35
-77.3,1.7,1.23
42.4,36.4,12.2
42.8,36.3,2.66
67.3,32.5,0.0
66.4,31.0,8.77
44.4,33.7,28.48
44.7,33.7,17.76
66.8,32.1,0.0
101.7,6.3,10.69
43.0,36.4,22.6
29.5,0.5,3.7
43.7,34.6,47.25
44.6,33.1,26.08
43.4,34.9,19.33
12.9,10.7,0.27
0.6,16.8,0.0
43.2,36.4,48.4
60.6,27.5,0.0
37.1,36.2,34.92
10.1,9.1,0.0
70.4,32.2,9.16
44.5,33.2,33.91
43.7,34.6,47.25
43.2,35.5,17.7
43.1,36.4,52.01
43.7,33.4,27.65
43.8,33.3,32.83
63.4,32.2,0.63
44.6,34.9,26.24
68.8,33.2,0.05
43.7,33.4,27.65
37.1,36.2,34.92
36.1,32.7,7.19
-77.3,1.9,0.3
65.5,32.6,0.45
64.6,31.8,4.07
-43.5,-22.5,15.43
72.5,34.1,16.87
70.9,31.8,30.1
43.5,35.3,9.14
44.8,12.8,7.79
90.2,25.6,0.9
43.3,33.4,39.36
43.8,33.3,32.83
44.4,33.3,62.99
71.6,34.0,53.44
44.5,33.8,18.48
44.6,34.9,26.24
43.1,36.4,52.01
70.1,33.9,5.15
44.6,34.9,26.24
67.1,24.9,63.0
44.4,33.7,28.48
44.0,35.3,7.56
44.2,34.1,8.1
44.3,32.3,24.13
44.4,33.3,62.99
69.2,29.0,3.05
48.2,14.0,24.94
-94.4,18.2,20.2
44.4,35.5,59.22
44.6,33.2,26.64
123.3,7.8,0.0
43.1,36.4,52.01
44.3,33.5,56.42
71.9,34.6,7.76
44.4,33.3,62.99
67.5,24.8,15.35
67.1,24.9,63.0
71.5,34.0,56.03
90.8,25.8,0.0
44.3,15.2,7.54
90.4,25.5,0.0
11.6,10.9,0.0
63.8,33.2,0.0
44.0,33.3,22.35
43.8,33.3,32.83
44.6,33.7,29.77
67.0,30.2,62.08
44.9,12.8,31.38
67.1,24.9,63.0
72.4,34.1,7.78
36.8,-1.3,56.82
69.1,29.1,4.11
68.9,29.0,0.0
101.5,6.8,8.23
44.4,33.3,62.99
62.7,32.7,0.0
122.1,6.9,23.86
43.1,36.4,52.01
44.6,34.9,26.24
43.7,34.6,47.25
43.3,33.4,39.36
69.7,35.0,0.0
124.0,9.9,0.88
69.7,32.9,0.0
46.3,31.0,33.41
64.2,31.7,0.0
69.1,34.5,50.37
44.4,33.3,62.99
71.5,34.0,56.03
71.1,33.6,1.71
44.6,33.1,26.08
43.3,33.4,39.36
72.4,34.2,9.2
36.8,35.4,0.7
44.4,33.3,62.99
44.4,33.1,36.19
43.9,35.3,11.56
70.5,34.4,16.26
43.9,35.3,11.56
123.3,8.6,4.18
44.4,35.5,59.22
13.2,12.1,0.0
81.1,17.9,0.0
79.3,41.2,1.83
67.1,24.9,63.0
62.3,25.1,7.62
67.1,24.9,63.0
101.2,6.7,8.16
20.2,32.1,59.2
121.1,6.0,0.0
45.3,2.1,5.48
44.2,15.3,55.11
31.3,29.8,62.99
124.7,6.2,0.0
69.7,33.5,0.0
44.6,33.7,29.77
65.5,32.6,0.45
44.2,32.9,9.71
6.1,4.6,12.72
69.1,36.7,0.0
65.9,32.6,6.14
29.5,0.5,3.7
8.8,36.6,6.61
13.8,13.1,1.46
13.2,12.1,0.0
43.5,34.9,37.79
123.2,12.9,0.0
101.7,6.3,10.69
101.6,6.7,10.34
18.6,4.4,11.59
70.7,34.7,0.0
50.5,26.2,62.68
45.3,2.1,5.48
101.4,6.8,8.85
101.4,6.7,9.07
67.9,29.5,9.56
45.8,32.5,50.72
31.2,30.0,63.0
43.1,36.4,52.01
44.0,33.2,15.21
44.4,33.3,62.99
43.9,35.3,11.56
44.0,32.6,56.62
44.3,33.6,37.78
66.4,31.0,8.77
44.0,33.3,22.35
101.3,6.3,7.18
69.1,34.5,50.37
44.1,14.8,0.0
69.4,35.1,0.0
64.1,35.6,0.0
44.8,12.8,7.79
45.3,2.1,5.48
36.6,32.7,24.85
44.1,35.7,35.91
44.2,32.9,9.71
68.1,33.2,0.0
42.6,36.7,25.51
43.7,34.6,47.25
43.8,33.3,32.83
44.4,33.3,62.99
44.3,33.1,21.48
43.3,33.5,28.31
43.1,36.4,52.01
34.1,31.2,29.09
7.5,9.1,52.84
65.9,32.6,6.14
120.5,17.4,4.83
-56.6,-23.3,0.0
82.1,18.2,3.62
70.3,28.4,44.11
68.9,36.7,18.82
68.9,33.8,0.0
37.1,36.2,34.92
43.5,14.0,0.94
67.1,24.9,63.0
13.1,11.8,8.48
43.7,34.6,47.25
43.1,36.4,52.01
36.4,34.2,14.44
44.4,34.0,12.66
36.3,33.5,56.4
70.8,36.8,0.0
74.3,31.5,62.97
72.1,34.5,5.48
43.7,34.6,47.25
39.7,-4.0,36.49
45.4,2.3,0.0
61.8,32.6,0.0
27.5,5.6,0.0
96.7,5.2,16.65
34.1,31.2,29.09
65.4,33.0,0.0
64.4,35.8,0.0
44.4,33.3,62.99
43.1,36.4,52.01
44.5,33.6,12.84
44.4,33.7,28.48
44.2,33.9,14.23
14.4,27.0,29.33
7.9,7.9,0.0
100.5,13.9,63.0
36.6,32.7,24.85
66.3,31.8,0.0
101.4,6.4,4.06
42.5,-0.4,0.29
43.1,36.4,52.01
101.1,6.5,7.49
62.0,26.1,6.48
49.4,15.5,0.72
44.6,34.9,26.24
44.4,33.3,62.99
43.5,34.9,37.79
45.3,2.1,5.48
65.9,36.2,1.13
31.6,6.1,0.0
67.1,24.9,63.0
71.9,30.3,29.36
44.5,34.9,5.31
20.3,32.1,22.59
22.6,32.8,24.94
20.2,32.1,59.2
65.9,35.4,0.0
43.3,36.2,12.39
44.4,33.3,62.99
122.1,6.9,23.86
70.4,34.4,9.2
94.5,24.8,0.0
45.5,15.4,0.1
44.2,32.9,9.71
44.6,33.7,29.77
44.6,33.8,34.03
142.7,47.0,49.66
64.4,31.7,0.0
67.1,24.9,63.0
44.8,12.8,7.79
44.2,15.3,55.11
90.3,26.0,3.73
101.6,6.7,10.34
36.7,34.7,38.77
68.5,33.3,0.0
65.9,36.2,1.13
-78.5,2.5,0.0
120.9,17.2,0.0
12.8,11.1,0.19
121.1,14.2,48.64
46.7,13.5,4.0
43.3,33.4,39.36
43.3,33.5,28.31
7.7,8.0,0.0
32.3,30.6,53.35
70.7,33.0,11.17
20.2,32.1,59.2
67.3,29.9,6.48
41.9,37.9,15.55
68.7,33.6,0.0
69.2,33.6,3.77
13.8,11.2,0.0
68.9,33.7,0.0
36.8,-1.3,56.82
68.9,36.8,4.29
70.7,32.9,7.88
69.1,36.7,0.0
44.7,13.7,7.62
-78.8,1.8,11.88
123.9,12.0,0.27
64.9,36.4,0.25
43.1,34.9,0.0
44.3,32.9,13.43
68.4,33.3,0.0
64.3,31.7,0.0
45.4,13.1,12.18
69.9,33.3,2.03
63.8,35.2,0.0
70.6,33.0,24.25
101.1,6.5,7.49
44.0,34.1,16.05
44.2,32.9,9.71
7.8,6.0,0.72
44.4,32.5,50.32
64.8,35.9,6.16
44.0,33.3,22.35
22.6,32.8,24.94
45.3,2.1,5.48
12.3,11.5,0.45
43.3,33.4,39.36
44.0,33.3,22.35
43.1,36.4,52.01
62.2,34.5,0.0
49.2,11.0,0.0
44.0,33.3,22.35
44.4,33.3,62.99
44.6,33.1,26.08
68.4,33.5,3.65
20.2,32.1,59.2
44.4,33.3,62.99
44.4,33.1,36.19
34.1,44.9,32.27
69.5,32.6,0.0
16.6,31.2,47.38
62.5,32.5,0.0
44.8,33.0,21.41
44.0,32.6,56.62
45.6,3.9,0.05
44.9,33.9,8.11
43.5,34.9,37.79
44.5,33.8,18.48
45.2,2.1,1.42
42.5,3.2,0.0
43.8,35.3,19.74
43.1,36.3,36.38
120.8,18.1,1.06
44.1,34.0,14.97
43.9,33.4,36.14
44.6,33.7,29.77
43.5,34.5,0.4
44.4,33.3,62.99
44.4,33.7,28.48
67.0,30.2,62.08
65.6,32.6,0.0
64.4,31.6,14.1
36.3,33.5,56.4
68.4,33.1,0.0
44.3,33.5,56.42
42.8,36.6,14.55
37.1,36.2,34.92
46.6,43.2,23.64
90.6,26.5,11.82
62.4,26.1,6.83
93.9,24.8,25.62
46.3,31.0,33.41
47.5,-18.9,42.01
-71.9,7.0,4.8
44.9,13.1,14.8
66.8,29.9,1.98
101.4,6.7,9.07
24.6,12.9,0.0
101.3,6.8,14.92
20.2,32.1,59.2
-76.7,5.1,3.35
36.7,34.7,38.77
87.6,43.8,62.8
25.2,11.3,0.38
43.1,36.4,52.01
39.6,-4.1,13.22
124.0,13.0,7.37
43.7,34.6,47.25
44.5,34.3,3.97
67.1,24.9,63.0
69.7,32.9,0.0
43.5,34.8,18.79
64.5,31.9,0.0
64.4,30.6,0.0
125.1,7.1,0.35
45.3,2.1,5.48
68.5,28.5,6.21
31.3,30.1,63.0
36.4,34.2,14.44
64.0,31.4,0.0
26.0,14.0,0.2
124.0,12.0,1.22
25.0,11.1,0.0
44.4,33.2,47.0
44.5,1.8,0.0
45.6,14.0,14.01
49.2,14.5,11.48
70.5,37.2,0.0
34.1,31.2,29.09
44.6,34.6,0.27
67.9,33.3,0.0
43.1,36.4,52.01
44.1,35.7,35.91
44.6,34.9,26.24
65.5,32.6,0.45
66.1,32.1,0.0
62.7,32.7,0.0
44.1,2.8,0.0
122.5,10.7,20.01
70.8,34.1,0.0
70.4,34.9,0.0
43.3,33.4,39.36
45.6,3.9,0.05
41.9,34.5,14.26
8.5,9.6,0.0
45.0,12.8,53.46
88.4,22.7,60.51
44.4,33.3,62.99
43.7,34.6,47.25
7.3,13.1,2.25
-78.8,1.8,11.88
44.7,33.4,20.78
44.4,33.3,62.99
20.2,32.1,59.2
43.3,33.4,39.36
68.6,33.8,0.0
43.5,34.9,37.79
67.0,30.2,62.08
71.5,33.9,13.84
44.3,33.6,37.78
44.3,33.5,56.42
44.6,33.7,29.77
44.0,34.4,0.0
-71.9,7.0,4.8
47.4,6.8,5.95
43.9,34.1,11.66
36.4,34.2,14.44
44.7,33.1,14.74
43.3,36.2,12.39
43.3,33.4,39.36
12.2,10.4,0.0
49.4,16.8,0.0
35.8,34.4,40.99
123.5,13.1,0.05
43.7,3.1,0.64
43.2,36.0,10.56
64.1,31.5,0.0
44.4,33.7,28.48
44.5,34.2,2.15
45.1,33.7,15.22
72.4,34.1,7.78
70.3,33.0,3.07
33.6,30.7,0.0
70.5,33.3,0.05
43.1,36.4,52.01
44.4,33.3,62.99
12.8,11.2,0.9
67.0,30.2,62.08
32.3,30.6,53.35
63.0,26.0,15.88
36.0,35.0,8.57
82.1,18.1,3.71
47.5,43.0,42.19
29.7,11.0,10.07
11.1,10.7,0.0
101.3,6.9,20.79
45.0,12.9,48.25
74.1,32.6,31.97
45.4,35.6,50.7
44.0,33.3,22.35
44.3,32.0,40.08
68.7,35.7,0.0
13.3,10.3,3.44
22.6,32.8,24.94
43.1,36.4,52.01
44.4,33.3,62.99
44.3,33.5,56.42
45.1,33.8,4.08
42.4,36.4,12.2
43.0,36.2,2.28
43.1,36.4,52.01
44.2,15.3,55.11
67.0,30.2,62.08
45.3,2.1,5.48
71.1,34.1,3.62
71.5,34.6,0.0
-71.9,7.0,4.8
67.1,24.9,63.0
121.0,13.8,30.46
44.4,33.3,62.99
44.4,33.7,28.48
44.1,33.3,42.94
43.2,36.2,24.01
44.7,33.4,20.78
44.5,33.8,18.48
63.3,35.6,0.0
44.6,34.9,26.24
70.1,33.9,5.15
43.5,34.9,37.79
70.2,33.0,2.81
9.5,8.9,1.21
48.8,15.9,28.95
-84.6,15.3,0.0
24.1,13.6,0.6
70.4,34.4,9.2
84.5,22.5,0.0
43.7,34.6,47.25
44.6,33.8,34.03
43.3,33.4,39.36
43.9,33.4,36.14
66.0,30.2,0.0
67.9,29.5,9.56
44.6,33.7,29.77
64.4,35.6,0.0
67.1,24.9,63.0
36.8,34.1,13.8
44.8,32.9,20.65
69.2,34.0,0.0
123.7,12.3,0.84
68.4,25.4,50.89
46.0,31.9,14.1
70.7,34.1,0.0
36.3,33.5,56.4
45.8,32.5,50.72
36.7,34.0,19.98
45.5,2.8,0.5
43.9,34.2,36.56
44.3,32.0,40.08
44.6,34.9,26.24
44.4,33.1,36.19
43.1,36.4,52.01
64.0,31.4,0.0
67.2,32.6,0.0
65.5,31.5,0.18
45.3,2.1,5.48
66.1,32.9,0.0
67.0,30.2,62.08
84.6,22.6,0.0
43.1,36.4,52.01
44.4,33.3,62.99
44.4,33.5,47.62
42.5,-0.4,0.29
67.0,30.2,62.08
66.6,27.8,14.63
48.8,15.9,28.95
44.2,14.0,18.68
42.4,36.1,0.0
44.1,34.0,14.97
64.9,36.1,0.0
69.5,36.7,1.93
101.3,6.5,22.5
11.0,12.9,1.52
65.7,31.6,31.83
67.7,32.8,0.0
72.3,34.2,13.58
4.7,7.6,6.41
67.0,30.2,62.08
71.5,34.0,56.03
44.4,33.3,62.99
123.2,10.0,2.54
44.4,32.5,50.32
42.9,35.7,0.0
41.1,34.4,21.71
20.2,32.1,59.2
45.0,34.0,19.15
43.3,33.4,39.36
43.1,35.5,0.0
8.9,9.5,0.48
44.4,33.3,62.99
44.0,33.3,22.35
45.2,34.3,13.99
43.6,33.4,32.75
43.7,34.6,47.25
80.8,18.8,6.73
-74.5,-11.4,5.64
87.3,24.3,4.2
43.1,36.4,52.01
120.9,14.4,50.2
68.4,25.4,50.89
70.1,34.7,0.0
44.2,15.3,55.11
9.7,9.3,0.0
44.0,33.2,15.21
43.1,36.4,52.01
67.2,31.7,0.0
70.5,32.8,0.0
35.8,34.4,40.99
43.8,34.5,11.51
67.8,31.9,0.0
70.1,33.0,3.22
7.0,11.6,0.31
7.1,11.6,0.12
81.7,18.4,2.56
43.9,34.2,36.56
94.2,24.4,0.0
41.2,37.1,24.73
70.9,31.8,30.1
33.6,30.6,0.24
34.3,31.3,33.26
71.4,34.0,26.96
44.6,33.7,29.77
44.9,33.9,8.11
44.1,15.5,5.75
43.1,36.4,52.01
101.8,5.9,1.76
25.5,14.1,0.1
71.6,34.2,11.65
31.3,30.1,63.0
44.6,33.8,34.03
44.4,33.3,62.99
20.2,32.1,59.2
22.6,32.8,24.94
43.3,33.4,39.36
43.0,35.9,0.12
44.0,33.2,15.21
44.0,33.3,22.35
12.0,11.2,0.0
43.8,33.3,32.83
44.4,33.3,62.99
64.8,32.1,1.81
44.3,33.6,37.78
41.7,36.0,4.22
44.9,33.7,1.62
44.6,33.7,29.77
45.0,34.1,16.31
44.2,15.3,55.11
49.6,14.8,19.37
36.8,35.1,23.79
81.3,17.8,0.0
36.7,34.7,38.77
39.0,36.0,17.98
43.5,34.9,37.79
43.9,33.4,36.14
43.8,33.3,32.83
44.4,33.3,62.99
44.3,32.9,13.43
44.4,32.5,50.32
42.4,36.4,12.2
44.4,33.3,62.99
64.5,32.4,0.23
65.9,32.6,6.14
44.2,15.3,55.11
44.2,34.5,0.0
44.4,33.3,62.99
70.6,31.7,0.44
70.6,34.2,0.0
16.6,31.2,47.38
43.5,34.9,37.79
65.7,31.6,31.83
66.0,32.5,0.0
64.3,35.9,0.0
65.7,31.6,31.83
15.0,12.1,30.87
65.0,32.1,0.15
44.4,33.1,36.19
71.1,34.7,0.0
121.0,6.0,1.04
86.5,24.4,0.0
65.0,32.1,0.15
70.4,34.3,0.0
67.9,32.9,0.0
-76.3,6.4,0.0
62.3,33.4,12.3
43.9,33.2,18.97
45.3,2.1,5.48
35.4,33.5,41.34
69.1,34.5,50.37
13.0,32.2,29.41
43.5,34.9,37.79
44.6,33.7,29.77
75.1,33.9,4.44
122.3,13.8,0.0
8.5,9.6,0.0
101.3,6.5,22.5
44.4,33.5,47.62
44.6,33.1,26.08
44.4,33.0,19.68
44.3,34.9,0.0
43.3,33.4,39.36
43.0,36.4,22.6
44.5,33.8,18.48
43.7,34.6,47.25
69.2,36.5,0.0
6.5,12.1,0.0
