longitude,latitude,mean_
82.3,28.0,0.0
18.1,43.9,12.5
3.1,36.8,33.08
77.4,26.1,1.41
34.6,31.5,40.9
-2.9,43.3,58.44
11.6,52.1,52.99
101.2,6.4,4.42
23.8,38.0,62.27
8.7,41.9,19.4
75.2,33.2,1.34
29.9,31.2,56.68
44.4,33.3,62.99
-2.6,43.0,11.07
43.0,36.9,28.25
27.9,-26.3,58.87
45.3,2.1,5.48
8.2,49.5,27.6
-6.5,54.8,13.47
69.1,34.5,50.37
101.4,6.7,9.07
81.5,7.9,11.59
35.5,33.2,19.4
-17.9,27.8,8.07
-73.5,8.6,1.32
44.4,32.5,50.32
38.8,9.0,54.3
7.1,51.5,60.87
35.4,33.5,41.34
-75.4,9.3,44.16
80.9,28.8,0.0
48.6,31.3,59.93
48.4,32.4,59.02
48.3,30.3,38.88
-71.9,7.0,4.8
45.8,32.5,50.72
23.8,38.0,62.27
47.8,30.5,62.81
68.9,36.7,18.82
73.1,30.7,32.74
-71.8,6.9,2.36
2.8,36.5,56.36
69.7,33.3,0.0
41.1,37.9,43.49
7.7,48.6,58.37
35.4,33.6,42.98
-2.7,42.8,29.64
44.4,35.5,59.22
23.8,38.0,62.27
-2.2,53.5,63.0
69.2,29.0,3.05
44.4,35.5,59.22
-78.5,-0.2,60.12
69.2,29.0,3.05
101.7,6.3,10.69
72.6,23.0,62.99
74.4,34.2,9.63
48.6,31.3,59.93
44.4,33.1,36.19
43.8,33.3,32.83
23.8,38.0,62.27
34.8,30.7,11.36
96.4,18.9,6.12
101.2,6.8,15.46
-73.1,7.1,57.58
73.7,30.9,14.24
8.7,42.1,5.98
8.7,41.9,19.4
27.1,38.4,57.95
-74.1,4.7,63.0
-79.0,35.9,52.23
101.7,6.6,5.39
101.3,6.8,14.92
9.4,42.6,27.07
101.6,6.7,10.34
5.9,4.9,6.69
34.3,31.4,17.9
9.2,45.5,63.0
-78.5,-0.2,60.12
-0.1,51.5,63.0
-92.2,15.4,7.88
67.0,30.2,62.08
43.1,44.2,36.83
-75.5,0.4,0.0
44.4,33.3,62.99
51.4,35.7,63.0
-86.3,12.1,52.29
30.5,50.5,61.2
-6.7,54.3,12.85
101.4,6.7,9.07
60.6,56.8,62.82
45.7,43.3,58.47
-67.6,10.2,51.06
-98.2,19.0,62.91
83.7,27.5,1.92
44.4,33.3,62.99
100.6,7.2,42.79
5.8,5.5,35.78
69.1,34.5,50.37
44.9,43.3,27.33
35.5,32.4,20.83
34.5,31.5,44.21
44.8,41.7,58.68
65.7,31.6,31.83
33.6,1.7,2.15
75.2,33.7,7.3
-6.1,54.5,39.32
40.5,39.2,3.09
45.3,2.1,5.48
37.6,55.8,63.0
71.1,34.8,0.0
87.1,22.6,0.2
-6.8,54.5,30.22
90.4,23.8,62.43
-70.2,8.6,50.45
-73.9,7.1,28.97
9.2,45.5,63.0
15.6,45.5,25.41
-121.9,37.7,59.94
67.1,24.9,63.0
44.4,33.3,62.99
70.6,34.6,0.0
28.2,36.5,4.81
44.4,33.3,62.99
69.8,33.7,0.0
28.2,36.4,52.02
69.1,34.5,50.37
44.8,42.9,0.11
48.4,33.5,45.28
-90.5,14.6,62.59
-6.6,54.8,17.9
28.1,-26.4,40.35
-117.2,46.7,23.77
21.6,42.5,6.82
69.4,33.4,0.0
31.2,27.2,62.36
-72.0,12.2,9.49
4.1,36.9,11.73
-85.3,43.7,5.98
23.8,38.0,62.27
28.1,36.1,9.46
-6.6,54.2,7.16
-56.2,-34.9,54.94
35.3,32.5,41.85
9.1,41.5,5.88
102.6,18.0,57.0
69.1,34.5,50.37
30.5,50.5,61.2
-90.5,14.6,62.59
28.7,41.1,45.83
79.9,6.9,62.69
40.8,39.1,2.02
75.2,33.7,7.3
42.1,37.9,3.03
42.5,37.4,0.0
4.2,36.6,11.08
23.8,38.0,62.27
79.9,6.9,62.69
39.5,39.1,19.59
10.2,45.5,60.74
37.6,55.8,63.0
65.7,31.6,31.83
11.3,43.8,52.5
12.5,41.9,63.0
34.5,31.5,44.21
11.6,52.1,52.99
-80.1,26.6,63.0
35.2,31.9,61.4
74.8,34.1,49.15
96.1,16.9,58.72
34.5,31.5,44.21
65.7,32.3,0.0
70.4,34.4,9.2
80.6,28.7,4.76
-77.0,-12.0,62.22
34.5,31.5,44.21
-58.4,-34.6,62.59
2.4,6.4,36.95
6.6,37.0,15.19
124.2,8.2,15.7
44.4,33.3,62.99
9.4,42.7,24.82
-77.0,38.9,63.0
74.8,34.0,28.37
-5.9,54.2,19.02
5.3,36.2,28.4
74.8,34.1,49.15
12.5,41.9,63.0
41.4,37.4,19.2
9.1,40.9,22.25
69.1,34.5,50.37
30.2,1.6,3.94
23.8,38.0,62.27
35.3,32.0,33.02
28.7,41.1,45.83
-6.0,54.6,48.69
9.4,42.6,27.07
66.9,32.1,10.62
11.1,46.1,52.19
30.7,46.5,59.09
3.3,32.9,24.6
43.1,36.4,52.01
9.1,42.3,3.73
69.2,33.6,3.77
44.8,43.2,49.62
10.9,44.6,56.7
44.4,35.5,59.22
-87.4,39.5,54.2
35.2,31.8,62.95
44.4,33.3,62.99
-6.0,54.6,48.69
44.0,36.2,62.98
126.7,35.7,29.49
44.4,35.5,59.22
3.1,36.8,33.08
74.9,33.9,6.46
-90.5,14.6,62.59
51.4,35.7,63.0
3.3,36.7,61.28
-6.8,54.5,30.22
2.4,36.2,18.28
37.6,55.8,63.0
-77.0,38.9,63.0
-82.4,23.1,61.13
3.1,36.8,33.08
67.1,24.9,63.0
121.0,6.1,1.33
37.6,55.8,63.0
34.3,31.3,33.26
121.0,14.6,62.29
28.7,41.1,45.83
-96.7,17.1,45.0
101.3,6.9,20.79
-74.8,9.2,4.3
100.5,6.9,17.0
28.7,41.1,45.83
27.6,53.9,62.96
-91.6,14.9,25.01
44.4,33.3,62.99
-75.8,-12.2,0.0
-75.2,-12.1,34.61
70.4,34.4,9.2
49.9,40.4,62.14
12.1,42.4,39.12
101.1,6.7,11.42
-1.6,47.2,62.3
42.8,11.3,0.0
-78.5,38.0,35.41
35.1,31.5,51.05
-75.6,6.2,62.05
48.3,41.5,1.71
106.9,-6.9,25.78
12.9,41.5,52.09
-90.5,14.6,62.59
23.8,38.0,62.27
-90.5,14.6,62.59
81.7,7.7,20.16
41.4,37.8,4.47
85.3,27.7,44.72
87.3,27.0,0.0
28.7,41.1,45.83
36.2,34.0,28.8
-0.1,51.5,63.0
23.8,38.0,62.27
88.1,26.7,0.74
-6.6,54.1,10.75
-6.2,54.7,43.97
43.1,36.4,52.01
40.8,39.1,2.02
34.3,31.4,17.9
35.3,32.7,61.27
39.2,38.5,3.43
121.0,14.6,62.29
40.6,38.1,4.67
-2.5,43.2,29.94
72.6,61.1,59.45
-0.1,51.5,63.0
23.8,38.0,62.27
19.0,47.5,61.77
36.8,-1.3,56.82
-84.5,39.3,62.69
36.2,34.0,28.8
8.8,42.0,22.87
120.2,23.0,62.86
71.5,34.0,56.03
37.9,55.7,62.74
84.3,27.5,0.0
-0.2,51.9,52.4
44.4,33.3,62.99
14.0,53.5,17.14
-74.1,4.7,63.0
-82.4,34.8,60.38
9.4,42.0,19.51
12.5,41.9,63.0
84.5,27.6,4.38
8.7,41.8,1.95
75.0,33.6,0.71
-75.6,6.2,62.05
21.2,42.7,22.75
-71.8,6.8,3.41
-93.0,45.3,47.87
8.8,41.9,38.75
74.8,34.1,49.15
-1.8,43.3,27.76
15.3,-4.4,56.47
31.4,27.0,55.31
32.6,-25.9,60.92
-6.0,54.6,48.69
-86.1,39.8,62.17
-6.0,54.6,48.69
35.3,37.0,62.2
103.2,13.1,16.11
28.1,36.3,10.12
-7.3,55.0,52.66
34.3,31.3,33.26
28.7,41.1,45.83
9.4,42.7,24.82
91.8,26.1,37.25
44.6,33.7,29.77
-74.2,10.5,20.0
12.6,52.4,23.26
-6.1,54.4,14.33
2.3,48.9,63.0
7.3,43.7,52.87
35.1,31.5,51.05
65.7,31.6,31.83
45.7,43.3,58.47
-79.9,-2.2,62.07
-75.5,10.4,60.48
45.3,31.3,46.08
-78.5,-0.2,60.12
74.3,35.9,6.11
-72.2,6.1,0.0
-6.3,54.5,26.95
-6.0,54.6,48.69
75.2,33.6,6.51
28.7,41.1,45.83
-176.2,-13.3,3.4
3.6,36.6,23.38
76.6,9.2,12.94
67.2,32.2,0.0
79.4,13.6,36.69
65.4,31.6,5.83
35.2,31.7,58.47
44.4,35.5,59.22
12.5,41.9,63.0
40.5,-10.6,0.0
44.4,33.3,62.99
-86.6,13.2,2.04
-6.0,54.6,48.69
42.1,42.5,2.83
-117.2,32.7,52.72
15.3,-4.4,56.47
9.1,39.2,41.49
12.5,41.9,63.0
-72.7,19.4,2.9
75.2,33.7,7.3
1.2,49.0,36.55
35.3,32.0,33.02
0.2,51.3,36.83
60.9,29.5,48.41
75.3,34.0,2.01
81.7,7.7,20.16
5.4,43.3,62.94
-76.6,-0.2,19.59
85.3,27.7,44.72
74.8,34.1,49.15
85.0,27.4,8.18
-97.5,35.5,62.99
-77.5,-9.5,20.9
-3.9,39.9,24.96
85.3,27.7,44.72
46.3,31.0,33.41
44.8,41.7,58.68
-86.3,12.1,52.29
85.3,27.7,44.72
39.2,-6.2,21.23
102.0,6.0,22.45
121.0,14.6,62.29
-70.8,7.1,11.12
46.3,31.0,33.41
95.3,5.5,26.48
101.3,6.5,22.5
31.4,27.0,55.31
74.8,34.1,49.15
120.8,-1.4,4.23
-6.4,54.4,33.32
68.8,37.8,20.27
-46.6,-23.6,63.0
102.1,6.3,1.22
101.9,5.9,6.46
83.4,27.6,2.73
119.3,26.1,60.78
-6.0,54.6,48.69
65.7,31.6,31.83
-2.9,43.3,58.44
-63.5,-20.0,8.74
28.7,41.1,45.83
65.6,31.5,0.47
-5.9,54.4,17.93
74.9,33.9,6.46
44.4,33.3,62.99
44.0,42.2,17.93
91.8,26.1,37.25
35.2,31.7,58.47
3.4,43.4,31.34
3.2,43.3,37.76
23.0,40.6,59.12
2.7,43.3,12.27
69.9,33.3,2.03
3.1,36.8,33.08
-117.4,34.0,62.12
-7.5,54.4,6.9
30.5,50.5,61.2
9.4,42.7,24.82
9.3,41.6,29.59
74.9,34.0,15.82
139.7,35.7,63.0
-99.1,19.4,63.0
43.8,37.4,0.0
41.9,37.9,15.55
42.5,37.4,0.0
74.8,34.1,49.15
-90.5,14.6,62.59
-3.2,56.0,36.83
-2.2,51.9,38.96
44.2,33.5,41.6
6.8,51.2,59.82
44.4,33.3,62.99
68.2,28.3,5.47
30.1,-1.9,27.83
12.5,41.9,63.0
9.3,40.3,28.61
-76.5,3.4,59.94
69.2,33.6,3.77
28.7,41.1,45.83
-75.6,6.2,62.05
44.3,32.0,40.08
35.7,33.3,8.19
85.3,27.5,0.0
44.4,33.3,62.99
95.3,27.5,20.13
45.8,32.5,50.72
85.3,27.7,44.72
44.2,43.3,6.09
-75.6,6.2,62.05
-71.0,19.6,12.19
28.7,41.1,45.83
32.8,39.9,62.99
101.8,6.2,3.88
4.8,43.9,49.36
84.0,28.3,1.02
23.8,38.0,62.27
85.3,27.7,44.72
44.4,33.3,62.99
44.5,40.2,60.64
-68.1,-16.5,58.05
-73.1,8.6,2.87
-78.5,-0.2,60.12
-73.9,3.4,2.55
74.8,34.1,49.15
69.6,32.3,3.08
121.0,14.6,62.29
7.0,51.0,59.85
33.5,44.6,50.35
81.6,28.1,9.82
85.3,27.7,44.72
84.8,28.0,0.0
-2.7,43.3,25.99
-73.6,45.5,62.97
23.8,38.0,62.27
9.3,42.0,3.74
35.4,33.6,42.98
-0.1,51.5,63.0
-80.0,-3.3,26.82
13.4,48.6,28.9
34.3,31.3,33.26
46.3,31.0,33.41
69.8,32.7,0.34
-73.2,10.4,19.17
44.3,32.0,40.08
34.3,31.3,33.26
31.0,27.3,51.95
7.2,50.8,50.79
11.5,45.5,44.43
46.7,24.6,63.0
123.4,7.8,4.67
-7.3,55.0,52.66
104.7,14.4,0.0
23.8,38.0,62.27
-91.1,14.9,9.75
7.2,50.8,50.79
-89.2,13.7,60.87
23.8,38.0,62.27
34.5,31.5,44.21
67.4,32.5,0.0
-1.4,51.7,12.07
28.3,-29.0,0.0
-74.0,-13.7,0.15
-77.8,-10.7,17.19
35.3,32.2,51.0
44.3,32.0,40.08
34.5,31.5,44.21
91.8,26.1,37.25
95.2,27.5,24.97
90.4,23.8,62.43
-77.0,-12.0,62.22
35.1,33.1,24.32
34.3,31.3,33.26
68.4,25.4,50.89
31.4,27.0,55.31
-70.5,-33.4,51.52
3.1,36.8,33.08
-67.0,10.5,52.9
81.5,7.9,11.59
3.5,36.8,24.84
9.3,48.8,52.83
83.4,27.6,2.73
44.0,42.3,3.43
44.4,35.5,59.22
101.3,6.2,1.14
35.2,31.7,58.47
-77.0,-12.0,62.22
87.1,27.0,0.0
43.7,37.6,23.37
44.6,43.8,10.32
-77.0,-12.0,62.22
-5.1,43.5,9.27
-4.4,43.4,13.75
85.8,20.3,53.72
30.1,-1.9,27.83
-72.7,6.7,6.44
37.9,9.0,1.99
81.7,7.7,20.16
121.0,14.6,62.29
35.1,31.5,51.05
-77.0,-12.0,62.22
9.4,42.7,24.82
23.8,38.0,62.27
-111.6,40.3,26.41
-77.0,-12.0,62.22
75.2,33.7,7.3
44.4,35.5,59.22
88.3,27.3,6.04
-2.9,43.3,58.44
-11.7,7.7,0.0
-11.7,7.8,0.0
112.9,54.0,0.0
121.0,14.5,61.25
45.3,2.1,5.48
45.1,43.3,12.13
47.8,30.5,62.81
34.5,31.5,44.21
101.4,6.7,9.07
-111.9,40.6,63.0
28.7,41.1,45.83
33.4,35.2,47.11
10.0,53.6,62.79
-73.9,40.7,63.0
18.4,43.8,29.25
47.1,42.6,0.0
30.3,59.9,63.0
101.3,6.5,22.5
70.1,34.9,0.0
28.7,41.1,45.83
95.3,5.5,26.48
-79.2,-0.3,27.73
68.4,26.2,18.36
35.3,32.2,51.0
28.7,41.1,45.83
43.3,33.4,39.36
69.1,34.5,50.37
81.6,28.1,9.82
-77.0,-12.0,62.22
7.3,43.7,52.87
-78.6,-9.1,35.43
3.7,36.9,7.14
-6.0,54.6,48.69
34.6,31.5,40.9
62.3,25.1,7.62
44.5,40.2,60.64
-8.0,12.6,61.0
72.9,19.1,62.83
69.1,34.5,50.37
39.2,51.6,41.04
106.8,-6.2,63.0
66.5,30.9,7.16
104.9,11.6,53.54
-1.6,43.4,26.77
37.6,55.8,63.0
121.0,14.6,62.29
37.6,55.8,63.0
-122.1,47.9,40.99
30.8,27.6,54.7
74.6,34.4,1.21
81.9,19.2,2.1
-58.4,-34.6,62.59
46.7,24.6,63.0
8.7,41.9,19.4
34.5,31.6,32.88
65.7,31.6,31.83
34.4,31.4,23.41
29.9,31.2,56.68
34.4,31.2,18.68
125.2,6.1,29.39
90.0,26.1,3.33
-67.0,10.5,52.9
47.8,30.5,62.81
44.0,42.2,17.93
-5.7,43.5,49.01
-3.8,43.5,33.51
44.9,12.9,14.94
-43.2,-22.9,62.66
35.1,32.1,50.96
-73.2,8.4,2.25
6.6,51.3,51.48
34.3,31.3,33.26
44.4,33.3,62.99
1.2,6.2,56.0
31.4,27.0,55.31
31.7,26.6,59.86
35.1,31.7,48.86
-72.3,5.6,0.54
45.7,43.1,12.72
44.4,33.3,62.99
28.7,41.1,45.83
29.9,31.2,56.68
88.5,27.5,1.48
44.4,35.5,59.22
27.5,-29.3,46.55
35.2,31.9,61.4
124.2,8.2,15.7
35.3,37.0,62.2
20.0,39.9,14.74
-68.4,9.0,1.17
-75.0,-12.8,11.13
-71.0,6.5,0.0
8.7,41.9,19.4
-99.2,18.9,62.5
-117.1,32.6,57.07
20.3,42.7,16.57
-2.0,43.3,55.59
-6.6,37.7,16.27
-96.0,36.1,62.63
-2.9,43.2,46.01
45.2,43.5,0.45
51.7,32.7,62.86
116.4,39.9,63.0
9.0,42.6,10.03
9.3,41.6,29.59
-72.5,7.9,61.34
80.0,7.9,6.17
-88.0,15.5,59.58
45.7,43.3,58.47
-5.9,54.4,17.93
-1.6,43.4,26.77
-73.7,3.5,11.6
139.7,35.7,63.0
-2.0,43.3,55.59
74.8,34.1,49.15
-72.1,7.9,18.32
-75.6,6.2,62.05
-106.4,23.2,43.74
-75.4,6.2,45.35
76.6,28.9,51.96
-87.2,14.1,60.01
9.5,42.4,18.75
-38.5,-3.7,43.09
45.4,43.4,13.84
71.9,30.3,29.36
45.7,43.3,58.47
28.7,41.1,45.83
74.2,32.2,49.43
17.2,43.7,8.82
-117.2,47.7,49.17
80.0,7.9,6.17
92.2,22.2,5.91
8.7,41.9,19.4
21.0,52.2,62.98
96.1,16.9,58.72
80.5,8.8,10.41
-72.0,7.1,0.0
32.3,2.8,3.62
122.1,6.9,23.86
-72.5,7.9,61.34
-112.0,41.2,62.68
-121.8,38.5,29.49
21.2,49.0,30.96
46.1,43.4,18.24
-77.0,-12.0,62.22
96.1,22.0,45.16
81.6,7.8,12.55
44.4,-12.2,1.73
28.7,41.1,45.83
45.7,43.3,58.47
90.4,23.8,62.43
37.6,55.8,63.0
2.3,48.9,63.0
122.1,6.9,23.86
-70.0,18.5,59.82
-73.9,7.1,28.97
-73.3,6.6,0.54
20.1,41.1,26.32
-119.0,35.4,62.63
3.1,36.8,33.08
28.9,-2.5,11.12
28.7,-13.0,25.56
79.9,6.9,62.69
17.8,43.3,39.66
-74.1,4.7,63.0
-58.5,-34.7,63.0
9.4,42.7,24.82
47.9,42.5,10.72
-77.2,1.5,1.18
91.8,26.1,37.25
-73.6,8.3,26.98
44.4,33.3,62.99
133.5,33.6,26.79
3.1,36.8,33.08
-67.3,10.2,35.9
3.3,6.6,62.72
82.9,28.1,0.0
79.9,6.9,62.69
19.0,47.5,61.77
19.0,47.5,61.77
75.2,33.7,7.3
-68.5,6.9,0.0
74.9,32.7,53.01
-81.7,30.3,61.15
5.9,52.0,48.78
20.5,44.8,62.47
-74.8,11.0,59.46
37.6,55.8,63.0
-77.0,-12.0,62.22
19.0,47.5,61.77
-43.2,-22.9,62.66
98.7,3.6,61.57
74.3,31.5,62.97
113.5,22.2,60.52
-96.7,17.1,45.0
-74.1,4.7,63.0
-76.2,6.9,0.62
19.0,47.5,61.77
-56.2,-34.9,54.94
-74.1,4.7,63.0
-70.8,7.1,11.12
7.3,43.7,52.87
23.8,38.0,62.27
-106.5,31.7,56.31
107.3,-6.2,19.19
85.3,27.7,44.72
-117.2,32.7,52.72
-74.1,4.7,63.0
19.2,44.5,20.67
-73.2,10.0,10.0
30.8,-27.8,21.76
-0.1,51.5,63.0
-75.6,6.2,62.05
-6.0,54.6,48.69
-99.1,18.7,18.34
19.0,47.5,61.77
35.2,31.8,62.95
113.5,22.2,60.52
-88.0,15.5,59.58
-1.7,48.1,61.7
23.8,38.0,62.27
11.6,50.9,45.2
121.1,14.7,56.52
113.3,23.1,62.9
3.1,36.6,51.29
45.3,15.5,14.19
-0.1,51.5,63.0
50.6,26.2,62.98
-7.5,54.8,22.23
113.5,22.2,60.52
-74.0,8.7,0.1
-73.6,8.3,26.98
67.1,24.9,63.0
2.8,36.6,37.41
81.3,43.9,56.46
-71.7,5.4,4.77
36.2,34.0,28.8
8.8,41.9,38.75
35.6,33.5,13.6
45.7,43.3,58.47
-6.0,54.6,48.69
18.4,43.8,29.25
6.7,51.2,57.88
20.7,42.2,23.17
21.2,42.7,22.75
81.7,7.7,20.16
29.4,-4.0,0.64
2.0,36.3,20.73
67.1,24.9,63.0
-7.0,54.2,10.68
-1.7,42.8,56.22
35.5,33.9,51.64
74.1,32.6,31.97
116.4,39.9,63.0
-6.8,54.5,30.22
-69.3,6.2,0.0
19.0,47.5,61.77
19.8,45.3,46.17
124.2,8.2,15.7
35.1,31.5,51.05
-75.9,8.7,21.72
28.7,41.1,45.83
120.3,22.6,61.36
44.0,32.6,56.62
121.0,14.6,62.29
174.8,-36.8,40.73
-73.2,10.0,10.0
68.7,38.5,33.13
2.9,42.7,62.64
7.3,43.7,52.87
-87.2,14.1,60.01
67.1,24.9,63.0
-4.4,36.7,43.59
81.1,8.5,4.94
9.4,42.7,24.82
-77.0,-12.0,62.22
9.4,42.6,27.07
-88.0,15.5,59.58
19.0,47.5,61.77
-54.6,-25.5,62.19
-6.3,54.9,29.08
122.1,6.9,23.86
103.2,13.1,16.11
-76.7,3.7,6.25
28.3,-15.4,62.97
9.4,42.7,24.82
-6.0,54.6,48.69
-73.9,7.1,28.97
8.7,41.9,19.4
39.5,39.1,19.59
70.8,38.5,0.55
9.2,41.4,10.4
8.0,50.9,41.61
91.4,26.4,5.94
103.2,13.1,16.11
17.7,48.2,19.57
34.8,32.1,61.52
9.3,41.6,29.59
114.2,22.3,62.85
2.8,36.5,56.36
28.7,41.1,45.83
-74.0,4.4,8.79
21.0,52.2,62.98
3.1,36.8,33.08
7.0,51.5,61.61
31.3,30.1,63.0
77.2,28.6,63.0
-103.3,20.7,59.52
-63.2,-17.8,61.27
79.9,6.9,62.69
35.1,31.5,51.05
151.2,-33.9,63.0
77.2,28.6,63.0
-6.0,54.6,48.69
74.3,31.5,62.97
151.2,-33.9,63.0
124.5,7.2,3.78
124.7,7.1,0.56
8.7,41.9,19.4
12.0,51.5,48.55
12.4,51.3,54.45
75.8,33.4,0.55
-111.8,40.6,56.42
-58.5,-34.7,63.0
-99.2,18.9,62.5
-73.1,7.1,57.58
8.7,41.9,19.4
-73.5,9.2,5.5
17.7,44.2,23.36
-58.4,-34.6,62.59
-77.0,-12.0,62.22
-75.6,6.2,62.05
-74.1,4.7,63.0
-6.0,54.6,48.69
35.3,32.9,59.42
65.7,28.3,0.0
123.0,7.6,0.26
74.8,34.1,49.15
-118.4,34.1,63.0
-104.1,20.8,9.91
-0.6,47.5,54.24
9.4,42.7,24.82
-78.2,1.9,0.0
-73.6,4.2,22.31
2.7,36.5,29.37
50.6,26.2,62.98
-77.2,38.9,62.98
-58.4,-34.6,62.59
-72.7,19.1,5.29
12.5,50.7,48.11
-51.8,-22.5,2.01
0.5,35.9,7.91
45.7,43.3,58.47
121.1,14.7,56.52
124.2,7.2,8.53
-70.6,-32.8,38.56
17.8,43.3,39.66
-74.1,4.7,63.0
12.5,41.9,63.0
-100.3,25.7,63.0
-84.4,33.8,63.0
-75.9,8.7,21.72
-122.0,38.4,31.32
-1.8,43.4,22.97
3.1,36.8,33.08
9.3,40.3,28.61
121.4,14.3,10.9
25.1,35.3,42.1
37.6,55.8,63.0
8.9,41.7,14.21
25.4,42.6,20.15
-117.0,32.5,62.99
14.4,50.1,61.1
2.3,48.9,63.0
136.9,-4.6,6.51
-72.9,7.9,0.0
8.7,41.9,19.4
18.1,42.7,22.0
-72.9,18.4,2.23
-74.1,4.7,63.0
28.7,41.1,45.83
-76.1,4.7,3.16
-77.2,2.0,0.4
-77.7,1.0,3.41
74.4,34.2,9.63
81.2,7.9,4.72
7.5,51.5,59.63
44.5,48.7,55.86
35.3,33.1,16.24
8.7,48.9,48.48
9.2,48.8,62.39
9.1,48.9,46.12
3.1,36.8,33.08
74.6,42.9,59.53
8.8,47.2,39.9
10.1,54.3,49.15
8.8,53.1,55.75
1.1,41.1,56.26
-74.1,4.7,63.0
-2.0,43.3,55.59
-78.0,1.2,1.16
16.8,-1.2,4.65
-80.2,25.8,63.0
74.6,34.2,2.95
-74.1,4.6,62.78
72.7,32.1,39.26
35.1,32.4,33.01
45.3,2.1,5.48
71.5,37.5,3.91
92.0,22.2,7.04
-75.1,9.1,2.09
8.9,42.6,19.89
81.6,7.8,12.55
37.6,55.8,63.0
-70.8,7.1,11.12
-51.2,-30.0,59.63
9.4,42.7,24.82
74.9,33.9,6.46
-99.1,19.4,63.0
-43.9,-19.9,61.14
81.9,7.1,1.3
74.3,31.5,62.97
-99.9,16.9,38.25
9.2,41.4,10.4
-92.9,18.0,48.68
35.5,33.9,51.64
30.8,-29.8,46.42
-0.9,47.0,34.43
-75.6,6.2,62.05
81.7,7.7,20.16
72.9,31.8,12.61
-6.0,54.6,48.69
8.7,41.9,19.4
-95.8,36.1,59.3
-89.6,35.0,22.75
-72.3,18.5,34.09
9.5,42.1,9.36
8.7,41.9,19.4
118.3,24.4,26.19
6.1,50.8,58.51
-65.2,-26.8,61.7
3.8,36.7,11.46
127.0,37.6,62.46
-3.6,37.2,60.56
7.3,43.7,52.87
-76.0,5.7,1.71
-74.1,4.6,62.78
-99.5,17.7,3.95
81.2,8.6,15.96
108.9,34.3,62.45
37.6,55.8,63.0
80.4,8.3,17.31
28.0,-26.2,63.0
1.3,35.4,26.08
13.1,45.7,31.53
35.4,33.2,24.65
47.5,43.0,42.19
147.2,-9.5,25.55
37.6,55.8,63.0
-90.8,14.6,21.43
-3.8,37.8,46.39
-90.9,15.3,0.79
-80.2,25.8,63.0
139.7,35.7,63.0
81.6,7.8,12.55
28.2,-25.7,63.0
44.8,48.8,56.67
-6.0,54.6,48.69
6.5,37.0,14.83
81.5,7.9,11.59
81.7,7.7,20.16
46.1,43.4,18.24
-87.5,20.2,12.08
-75.1,6.9,7.8
-1.1,42.9,5.54
-0.6,35.7,59.74
9.1,41.8,1.3
29.4,-3.4,23.43
-70.5,-33.4,51.52
8.8,50.1,56.15
39.2,51.6,41.04
-3.7,40.5,59.78
10.0,53.6,62.79
13.4,52.5,63.0
-7.6,54.3,11.55
10.0,53.6,62.79
6.8,51.4,55.1
103.8,13.3,1.31
45.7,43.3,58.47
23.3,42.7,62.98
17.5,44.1,3.94
17.6,43.8,6.21
8.7,41.9,19.4
1.1,41.1,56.26
1.1,41.2,37.35
7.0,50.9,59.93
37.6,55.8,63.0
-77.6,8.0,0.0
113.5,22.2,60.52
18.1,44.7,22.59
-17.0,20.9,9.45
-117.4,47.7,62.85
7.6,47.6,55.02
-75.6,6.2,62.05
81.8,6.9,3.38
81.5,7.9,11.59
3.1,36.8,33.08
13.1,45.6,5.37
-93.1,16.8,38.7
74.3,31.5,62.97
40.5,38.9,32.24
-77.0,-12.0,62.22
-58.4,-34.6,62.59
8.7,41.9,19.4
3.1,36.8,33.08
74.4,34.4,0.1
9.1,41.5,5.88
-73.7,9.3,0.0
50.6,26.2,62.98
-1.7,42.5,20.42
-8.8,42.4,37.6
34.1,45.0,36.45
-81.5,41.1,62.11
-74.1,4.7,63.0
8.7,41.9,19.4
-75.6,6.2,62.05
37.0,39.7,38.52
-96.3,15.8,7.72
4.0,36.7,34.79
9.3,41.6,29.59
9.3,42.0,3.74
-73.6,9.4,5.87
21.2,42.5,9.77
31.3,30.1,63.0
35.1,31.5,51.05
112.7,-7.3,62.63
-72.3,18.5,34.09
96.1,16.9,58.72
9.2,41.4,10.4
-75.9,7.0,0.66
15.6,44.1,4.17
-8.8,42.1,37.09
-86.3,12.1,52.29
17.1,48.2,40.66
98.6,16.7,26.61
-74.7,7.1,12.25
19.8,41.3,41.06
68.8,38.6,47.65
-6.8,54.5,30.22
37.6,55.8,63.0
31.4,-26.5,28.98
9.7,48.7,41.52
10.5,52.3,54.23
-1.9,43.3,47.8
28.7,41.1,45.83
68.8,38.6,47.65
-6.2,54.7,43.97
98.3,17.3,0.0
18.6,44.8,12.96
102.9,12.6,0.0
-74.0,8.7,0.1
69.7,38.7,5.94
74.6,42.9,59.53
-91.8,17.3,0.34
8.7,41.9,19.4
19.0,47.5,61.77
2.3,48.9,63.0
-89.2,13.7,60.87
9.4,42.7,24.82
28.7,41.1,45.83
-8.8,42.4,37.6
32.5,15.6,61.17
17.1,48.2,40.66
19.0,47.5,61.77
-72.3,18.5,34.09
-90.5,14.6,62.59
9.3,42.0,3.74
33.3,3.0,0.0
-3.7,36.7,14.89
-77.0,-12.0,62.22
94.6,27.0,16.83
80.2,9.8,15.49
50.6,26.2,62.98
9.0,41.9,5.0
8.7,41.9,19.4
