latitude,longitude,nkill
37.755363,-122.443352,0
-23.550711,-46.633475,0
40.102408,-88.227159,0
40.697132,-73.931351,0
40.697132,-73.931351,0
41.842602,-87.681229,0
41.842602,-87.681229,0
40.697132,-73.931351,0
44.260288,-88.397455,0
44.268598,-88.42844,0
,,0
31.198056,29.919167,0
40.697132,-73.931351,0
33.766725,-118.192399,0
18.386932,-66.061127,0
45.783975,-108.505794,0
34.105245,-117.294124,0
34.097866,-118.407379,0
39.226835,-84.453309,0
45.511795,-122.675629,0
42.331685,-83.047924,1
38.908642,-77.015381,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
28.538235,-81.377389,0
15.153002,120.591942,1
18.456792,-69.951164,0
-27.583246,-56.683334,0
40.697132,-73.931351,0
41.479561,-81.675461,0
37.93781,-122.342709,0
37.755363,-122.443352,0
-34.61768,-58.444435,0
33.888523,35.503513,0
40.85122,-90.864369,0
32.3575,-84.95623,0
14.622869,-90.529068,1
33.580412,130.396361,0
38.908642,-77.015381,0
47.610786,-122.331306,0
,,0
42.7375,-84.483779,0
42.455233,-76.475847,0
29.813822,-95.365295,0
15.185916,120.54187,1
40.697132,-73.931351,0
53.361675,-6.245485,1
40.697132,-73.931351,0
40.697132,-73.931351,0
46.731958,-117.162603,0
-30.034108,-51.217839,0
-34.61768,-58.444435,0
35.76625,-117.370674,0
35.76625,-117.370674,0
40.697132,-73.931351,0
29.813822,-95.365295,0
38.973065,-95.236534,0
37.023676,-94.735504,0
34.097866,-118.407379,0
38.624421,-90.150603,0
32.715695,-117.161719,0
42.455233,-76.475847,0
28.949564,-95.344371,0
37.874043,-122.280022,0
39.176086,-94.574127,0
39.176086,-94.574127,0
39.176086,-94.574127,0
35.76625,-117.370674,0
33.783824,-118.11409,0
34.097866,-118.407379,0
31.950001,35.933331,0
34.097866,-118.407379,0
34.097866,-118.407379,0
34.097866,-118.407379,0
39.176086,-94.574127,0
39.176086,-94.574127,0
39.176086,-94.574127,0
35.76625,-117.370674,0
37.791927,-122.225906,0
47.610786,-122.331306,0
47.610786,-122.331306,0
47.610786,-122.331306,0
47.610786,-122.331306,0
40.697132,-73.931351,0
38.954344,-95.255796,0
,,1
34.097866,-118.407379,0
35.76625,-117.370674,0
37.874043,-122.280022,0
37.874043,-122.280022,0
43.064388,-87.966202,0
40.102408,-88.227159,0
34.062685,-117.163181,0
18.379626,-67.188421,0
18.379626,-67.188421,0
18.379626,-67.188421,0
18.379626,-67.188421,0
37.424305,-122.143913,0
39.308342,-76.616104,1
40.697132,-73.931351,0
40.697132,-73.931351,0
41.106178,28.689863,0
40.008171,-75.13549,0
42.7375,-84.483779,0
42.7375,-84.483779,0
42.7375,-84.483779,0
30.443335,-91.186994,0
30.443335,-91.186994,0
45.031807,-93.336547,0
41.657825,-91.526534,0
41.312065,-72.928288,0
42.056459,-87.675267,0
33.882923,-117.929104,0
42.025345,-93.620199,0
38.788097,-90.497479,0
52.50153,13.401851,0
52.50153,13.401851,0
40.697132,-73.931351,0
30.443335,-91.186994,0
42.290156,-71.04897,0
18.386932,-66.061127,0
40.697132,-73.931351,0
39.640397,-86.861622,0
41.316324,-72.922343,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.1142,-88.243499,0
40.1142,-88.243499,0
-25.282773,-57.63561,1
39.645039,-79.183128,0
35.904912,-79.046913,0
35.22076,-97.446599,0
40.347457,-94.872909,0
52.50153,13.401851,0
46.404973,-117.009341,0
25.720851,-80.277857,0
28.538235,-81.377389,0
40.697132,-73.931351,0
37.791927,-122.225906,0
46.143582,-122.925645,0
40.336585,-75.927843,0
45.511795,-122.675629,0
33.73787,-118.284664,0
45.511795,-122.675629,0
42.301631,-71.067605,0
40.697132,-73.931351,0
41.356445,-72.096469,0
40.818985,-73.595724,0
34.097866,-118.407379,0
38.551295,-121.471066,1
52.50153,13.401851,0
38.908642,-77.015381,0
46.198392,6.142296,0
29.813822,-95.365295,0
42.331685,-83.047924,0
41.579662,-93.621506,0
40.759505,-111.888229,0
36.312,-78.5882,0
25.774591,-80.214195,0
42.45717,-71.064049,0
40.697132,-73.931351,0
33.783824,-118.11409,0
36.312,-78.5882,0
52.50153,13.401851,0
-34.891151,-56.187214,0
52.50153,13.401851,0
47.610786,-122.331306,1
40.697132,-73.931351,0
38.550245,-90.332723,0
30.588141,-84.580929,0
40.20119,-77.189169,0
25.774591,-80.214195,0
35.76625,-117.370674,0
40.697132,-73.931351,0
44.946604,-93.136446,1
42.025345,-93.620199,0
36.312,-78.5882,0
36.312,-78.5882,0
36.312,-78.5882,0
34.097866,-118.407379,0
42.301631,-71.067605,0
42.301631,-71.067605,0
38.579065,-121.491014,1
33.44826,-112.075774,0
40.697132,-73.931351,0
33.882923,-117.929104,0
-34.61768,-58.444435,1
-34.891151,-56.187214,0
37.791927,-122.225906,0
32.715695,-117.161719,0
40.697132,-73.931351,0
,,1
11.586558,122.753716,1
30.443335,-91.186994,0
41.524935,-88.084594,0
45.511795,-122.675629,0
37.791927,-122.225906,0
34.097866,-118.407379,0
14.67428,121.057495,0
52.50153,13.401851,0
52.50153,13.401851,0
40.697132,-73.931351,0
37.874043,-122.280022,0
31.950001,35.933331,0
31.950001,35.933331,0
33.96307,-118.232573,0
41.842602,-87.681229,0
37.791927,-122.225906,0
10.063506,-69.334722,0
35.724533,51.40519,0
40.697132,-73.931351,0
31.950001,35.933331,0
31.950001,35.933331,0
40.946915,-90.364659,0
40.73197,-74.174184,0
31.950001,35.933331,1
-22.908278,-43.197026,1
35.724533,51.40519,0
41.260675,-95.940469,0
-34.891151,-56.187214,0
37.005322,-89.176156,0
37.005105,-89.176269,0
41.579662,-93.621506,0
39.176086,-94.574127,0
52.50153,13.401851,0
52.50153,13.401851,0
33.887157,-118.410843,0
37.831455,-122.285164,0
40.697132,-73.931351,0
40.697132,-73.931351,0
37.874043,-122.280022,0
37.874043,-122.280022,0
41.842602,-87.681229,1
37.755363,-122.443352,1
41.579662,-93.621506,0
52.50153,13.401851,0
37.755363,-122.443352,0
40.697132,-73.931351,0
32.50064,-94.741075,0
55.011562,-7.312045,1
55.011562,-7.312045,1
54.607712,-5.95621,1
54.607712,-5.95621,1
54.607712,-5.95621,1
42.331685,-83.047924,0
41.579662,-93.621506,0
43.118461,-87.902289,0
40.617623,-74.417061,1
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
43.074701,-88.008394,0
42.290156,-71.04897,0
-22.908278,-43.197026,0
38.908642,-77.015381,0
37.874043,-122.280022,0
38.908642,-77.015381,0
38.908642,-77.015381,0
38.908642,-77.015381,0
38.908642,-77.015381,0
41.260675,-95.940469,0
33.895285,-118.224329,1
40.697132,-73.931351,0
47.610786,-122.331306,0
40.697132,-73.931351,0
40.697132,-73.931351,0
32.50064,-94.741075,0
41.084195,-81.514059,0
40.5894,-73.666354,0
37.755363,-122.443352,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
33.948315,-86.472939,0
38.232471,-122.644448,0
48.139126,11.580186,0
42.039274,-87.859977,0
5.059097,-75.50596,0
,,0
41.637675,-70.930869,1
37.424305,-122.143913,0
41.842602,-87.681229,0
40.697132,-73.931351,0
41.842602,-87.681229,0
40.697132,-73.931351,0
44.943829,-93.093326,0
41.842602,-87.681229,1
40.697132,-73.931351,0
40.697132,-73.931351,0
,,0
32.715695,-117.161719,0
40.697132,-73.931351,0
43.064388,-87.966202,0
37.99749,23.762728,0
43.064388,-87.966202,0
39.933449,-75.106743,0
12.103822,-86.267014,0
34.097866,-118.407379,0
-8.048021,-34.876338,0
40.697132,-73.931351,0
38.62774,-90.199514,1
43.939135,-90.820369,0
40.697132,-73.931351,0
43.939135,-90.820369,0
43.939135,-90.820369,0
37.755363,-122.443352,0
37.755363,-122.443352,0
-34.891151,-56.187214,0
29.813822,-95.365295,0
42.815372,-1.653616,0
37.774422,-122.275475,0
41.842602,-87.681229,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
-34.891151,-56.187214,1
-34.422436,-58.737755,0
35.2225,-80.837539,0
52.370216,4.895168,0
40.697132,-73.931351,0
50.836426,4.367415,0
37.874043,-122.280022,0
43.064388,-87.966202,0
-26.808285,-65.21759,1
33.871124,-117.861401,0
37.338475,-121.885794,1
52.50153,13.401851,0
39.26931,-76.503519,0
37.97457,-122.532474,1
-31.632368,-60.699359,0
45.511795,-122.675629,0
54.077313,-6.608787,1
52.50153,13.401851,0
52.50153,13.401851,0
33.60651,-88.650419,1
41.260675,-95.940469,1
44.964985,-93.260193,0
40.697132,-73.931351,0
-34.891151,-56.187214,0
38.908642,-77.015381,0
39.464791,-76.829198,0
37.874043,-122.280022,1
-34.891151,-56.187214,0
44.04483,-123.072606,0
44.943829,-93.093326,0
39.308342,-76.616104,0
43.07295,-89.386694,1
19.371887,-99.086624,0
42.505832,-71.19376,0
52.50153,13.401851,0
42.377003,-71.11666,0
35.948199,-77.795207,0
37.90118,-122.061628,0
38.908642,-77.015381,0
37.874043,-122.280022,0
37.90118,-122.061628,0
33.946154,-118.082952,0
38.908642,-77.015381,0
33.948005,-83.377322,0
39.930771,32.76754,0
31.950001,35.933331,0
-34.891151,-56.187214,1
40.008171,-75.13549,0
37.99749,23.762728,1
37.755363,-122.443352,0
37.432805,-121.897259,0
37.548148,-121.988566,0
35.14968,-90.048929,0
44.943829,-93.093326,0
-34.891151,-56.187214,0
54.607712,-5.95621,1
43.064388,-87.966202,0
33.745573,-117.867834,0
41.82277,-90.538969,0
34.097866,-118.407379,0
50.11797,8.644191,0
47.36865,8.539182,0
52.370216,4.895168,0
52.370216,4.895168,1
42.58176,-71.792259,0
52.50153,13.401851,0
-31.399301,-64.182129,0
43.07295,-89.386694,0
29.647665,-82.348458,0
31.950001,35.933331,0
-34.891151,-56.187214,0
-34.61768,-58.444435,0
51.504387,-0.140041,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
-32.951052,-60.666365,0
41.67086,-83.543846,1
42.811978,-70.872638,0
42.350097,-71.156442,1
-34.891151,-56.187214,0
40.697132,-73.931351,0
52.50153,13.401851,0
40.697132,-73.931351,0
-34.891151,-56.187214,0
40.697132,-73.931351,0
40.697132,-73.931351,0
54.607712,-5.95621,1
35.724533,51.40519,0
39.308342,-76.616104,0
38.395649,27.135641,0
44.04483,-123.072606,0
39.162608,-76.624689,0
39.930771,32.76754,0
39.930771,32.76754,0
46.803137,-71.241298,0
41.842602,-87.681229,0
37.264891,-81.240268,0
39.930771,32.76754,0
40.697132,-73.931351,0
47.610786,-122.331306,0
34.419255,-119.698869,0
37.97457,-122.532474,0
37.874043,-122.280022,0
-34.891151,-56.187214,0
48.777106,9.180769,0
29.813822,-95.365295,0
46.803137,-71.241298,1
35.724533,51.40519,0
40.697132,-73.931351,0
42.36679,-71.106019,0
48.139126,11.580186,0
42.36679,-71.106019,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
39.176086,-94.574127,0
-34.61768,-58.444435,0
48.139126,11.580186,0
33.683734,-117.794609,0
33.683734,-117.794609,0
-34.61768,-58.444435,0
37.005105,-89.176269,0
-37.813187,144.96298,0
37.005105,-89.176269,0
37.755363,-122.443352,0
42.331685,-83.047924,1
41.890961,12.490069,0
37.005105,-89.176269,0
37.005105,-89.176269,0
38.908642,-77.015381,0
33.683734,-117.794609,0
-34.61768,-58.444435,1
39.930771,32.76754,0
51.504387,-0.140041,0
27.19999,-80.255359,0
43.111261,-87.898632,0
33.62905,-117.691249,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
35.724533,51.40519,0
24.891115,67.143311,1
36.740685,-119.785734,0
36.740685,-119.785734,0
41.001845,-80.34724,1
42.278044,-83.738224,0
-34.61768,-58.444435,0
-34.864823,-57.908519,0
52.50153,13.401851,0
37.005105,-89.176269,0
44.964985,-93.260193,0
37.005105,-89.176269,1
50.11797,8.644191,0
39.930771,32.76754,0
41.842602,-87.681229,0
18.386932,-66.061127,0
18.386932,-66.061127,0
18.386932,-66.061127,0
18.386932,-66.061127,0
-34.61768,-58.444435,1
27.771185,-82.639319,0
54.607712,-5.95621,1
27.807403,-82.689767,0
-34.61768,-58.444435,0
-34.61768,-58.444435,0
-34.61768,-58.444435,0
39.930771,32.76754,0
-34.891151,-56.187214,0
45.511795,-122.675629,0
35.04644,-85.309464,0
14.596051,120.978666,0
27.771185,-82.639319,0
18.386932,-66.061127,0
39.930771,32.76754,0
40.697132,-73.931351,0
40.697132,-73.931351,0
37.874043,-122.280022,0
18.386932,-66.061127,0
-34.891151,-56.187214,0
50.11797,8.644191,0
-34.891151,-56.187214,0
43.291618,-1.977903,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
44.04483,-123.072606,0
-22.908278,-43.197026,1
38.973065,-95.236534,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
40.697132,-73.931351,0
41.18188,-73.191269,0
34.41217,-119.85704,0
41.807741,-72.25398,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
26.011201,-80.14949,0
-34.891151,-56.187214,0
37.54703,-122.314834,0
43.113655,-87.900289,0
54.607712,-5.95621,1
39.930771,32.76754,0
33.655968,-84.448957,0
39.930771,32.76754,0
-31.399301,-64.182129,0
42.919882,-3.060073,0
49.294642,8.69774,0
34.06857,-118.027606,0
35.214905,-80.001234,0
48.139126,11.580186,0
34.0961,-117.716404,0
34.20034,-119.180439,0
34.05483,-117.750034,0
38.355879,38.296474,0
-34.891151,-56.187214,0
48.139126,11.580186,0
38.908642,-77.015381,0
34.038254,-117.752109,0
34.055103,-117.749991,0
-34.891151,-56.187214,1
39.930771,32.76754,0
34.055103,-117.749991,0
33.78359,-118.353879,0
37.755363,-122.443352,1
48.139126,11.580186,0
,,1
40.697132,-73.931351,0
40.697132,-73.931351,0
48.139126,11.580186,0
40.697132,-73.931351,0
37.755363,-122.443352,0
37.755363,-122.443352,0
41.479561,-81.675461,0
,,0
39.930771,32.76754,0
39.930771,32.76754,0
11.583513,37.397019,0
-34.68631,-58.528473,0
40.697132,-73.931351,1
39.930771,32.76754,0
39.930771,32.76754,0
26.714388,-80.052689,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
-34.891151,-56.187214,0
54.607712,-5.95621,1
18.456792,-69.951164,0
18.456792,-69.951164,0
48.139126,11.580186,0
39.930771,32.76754,0
34.097866,-118.407379,1
-31.399301,-64.182129,0
38.395649,27.135641,0
38.395649,27.135641,0
-34.891151,-56.187214,0
37.791927,-122.225906,0
35.2225,-80.837539,0
34.419255,-119.698869,0
50.11797,8.644191,0
54.607712,-5.95621,1
54.63797,-6.14485,1
39.930771,32.76754,0
37.146795,49.536102,0
54.452223,-7.486124,1
26.714388,-80.052689,0
39.930771,32.76754,0
57.696994,11.9865,0
41.084195,-81.514059,0
10.482834,-66.962128,0
39.930771,32.76754,0
14.596051,120.978666,0
39.930771,32.76754,0
36.974025,-122.030954,0
33.764496,-84.432083,0
40.097625,-74.857269,0
39.930771,32.76754,0
54.607712,-5.95621,1
18.442164,-66.026298,0
18.442164,-66.026298,0
18.386932,-66.061127,0
18.386932,-66.061127,0
18.386932,-66.061127,0
39.930771,32.76754,0
41.106178,28.689863,0
41.106178,28.689863,0
9.933333,-84.083333,0
39.930771,32.76754,0
25.774591,-80.214195,1
10.482834,-66.962128,0
39.930771,32.76754,0
34.097866,-118.407379,0
54.607712,-5.95621,1
21.3,-157.818968,0
37.874043,-122.280022,0
18.386932,-66.061127,0
15.153002,120.591942,0
,,0
10.482834,-66.962128,0
34.097866,-118.407379,0
38.908642,-77.015381,0
40.697132,-73.931351,0
40.697132,-73.931351,0
34.419255,-119.698869,0
37.874043,-122.280022,0
39.930771,32.76754,0
21.3,-157.818968,0
33.42558,-94.048254,0
33.42558,-94.048254,0
33.42558,-94.048254,0
33.42558,-94.048254,0
54.607712,-5.95621,1
38.62774,-90.199514,0
38.62774,-90.199514,0
40.079609,-104.812912,0
48.139126,11.580186,0
-34.891151,-56.187214,0
49.4019,8.680285,0
54.607712,-5.95621,1
29.813822,-95.365295,0
45.511795,-122.675629,0
41.106178,28.689863,0
41.106178,28.689863,0
51.924216,4.481776,0
-34.891151,-56.187214,0
37.54703,-122.314834,0
37.755363,-122.443352,0
42.455233,-76.475847,0
28.505025,-16.192648,0
30.33138,-81.655799,0
52.50153,13.401851,0
40.697132,-73.931351,0
42.407484,-71.119023,0
37.906032,-122.548169,0
42.359139,-83.066546,0
34.225529,-118.878911,0
45.469212,9.174508,0
39.930771,32.76754,0
39.308342,-76.616104,0
-31.399301,-64.182129,0
38.395649,27.135641,0
37.755363,-122.443352,0
40.697132,-73.931351,0
14.596051,120.978666,0
40.697132,-73.931351,0
39.758968,-104.876305,0
37.474249,49.458725,1
32.65246,51.67462,0
35.724533,51.40519,0
34.097866,-118.407379,0
,,0
40.465595,-3.696263,0
33.953349,-117.396156,1
41.400635,2.150913,0
34.097866,-118.407379,0
42.24088,-83.613089,0
31.530345,-83.835349,0
37.089185,-122.086756,0
18.386932,-66.061127,0
18.386932,-66.061127,0
39.930771,32.76754,0
39.930771,32.76754,0
39.930771,32.76754,0
34.097866,-118.407379,0
37.338475,-121.885794,0
35.724533,51.40519,1
59.332788,18.064488,1
36.736419,-119.789196,0
39.930771,32.76754,0
-34.921295,-57.954333,1
40.697132,-73.931351,0
37.424305,-122.143913,0
18.386932,-66.061127,0
34.097866,-118.407379,0
40.697132,-73.931351,1
40.697132,-73.931351,0
41.400635,2.150913,0
40.697132,-73.931351,0
18.386932,-66.061127,1
36.740685,-119.785734,0
37.874043,-122.280022,0
44.883175,-93.283006,0
40.697132,-73.931351,0
36.740685,-119.785734,0
37.424305,-122.143913,0
37.235807,-121.962416,0
37.906032,-122.545048,0
37.424305,-122.143913,0
41.0981,-80.650789,0
34.0961,-117.716404,0
34.097718,-117.70945,0
34.106067,-117.716404,0
37.906032,-122.545048,0
34.097866,-118.407379,0
37.791927,-122.225906,0
34.097866,-118.407379,0
-34.458721,-58.90725,1
34.097866,-118.407379,0
34.097866,-118.407379,0
37.235807,-121.962416,0
37.874043,-122.280022,1
37.338475,-121.885794,0
42.206391,-71.004817,0
36.974025,-122.030954,0
42.815372,-1.653616,0
-16.509317,-68.10434,0
39.930771,32.76754,0
39.728352,-121.841985,0
36.740685,-119.785734,0
37.625511,-122.432556,0
35.724533,51.40519,0
41.400635,2.150913,0
39.728352,-121.837348,0
39.728352,-121.837348,0
33.42551,-111.937419,0
39.113789,-94.765358,0
33.973705,-117.328064,0
52.50153,13.401851,0
10.482834,-66.962128,0
37.32236,-122.032133,0
34.022442,-118.166974,0
37.577883,-122.34811,0
38.525255,-118.624627,1
41.657825,-91.526534,0
43.291618,-1.977903,0
54.607712,-5.95621,1
34.097866,-118.407379,0
37.874043,-122.280022,0
36.068994,-79.794704,0
34.186531,-118.145775,0
18.456792,-69.951164,0
34.097866,-118.407379,0
34.097866,-118.407379,0
34.250636,-118.61481,0
39.308342,-76.616104,0
,,0
26.714388,-80.052689,0
41.842602,-87.681229,0
35.724533,51.40519,0
39.930771,32.76754,0
37.742578,20.896502,0
41.106178,28.689863,1
52.50153,13.401851,0
31.285506,48.643416,0
52.50153,13.401851,0
52.50153,13.401851,0
52.50153,13.401851,0
40.697132,-73.931351,0
37.338475,-121.885794,0
40.697132,-73.931351,1
37.625511,-122.432556,0
54.607712,-5.95621,1
-31.399301,-64.182129,0
37.791927,-122.225906,0
37.90118,-122.061628,0
54.607712,-5.95621,1
41.77033,-87.81852,0
43.291618,-1.977903,0
37.002437,-89.171826,0
34.097866,-118.407379,0
38.951603,-0.138765,0
40.697132,-73.931351,1
,,0
37.454697,-122.177909,0
38.232471,-122.644448,0
12.825647,44.846416,0
34.097866,-118.407379,0
34.13149,-118.101567,0
40.465595,-3.696263,0
34.097866,-118.407379,0
34.097866,-118.407379,0
34.022425,-118.167056,0
36.974025,-122.030954,0
34.097866,-118.407379,0
40.697132,-73.931351,0
37.338475,-121.885794,0
40.863958,-73.630786,0
34.097866,-118.407379,0
34.097866,-118.407379,0
37.791927,-122.225906,0
34.097866,-118.407379,0
40.658455,-73.587219,0
34.097866,-118.407379,0
43.258434,-2.921819,0
40.697132,-73.931351,0
34.097866,-118.407379,0
42.815372,-1.653616,0
37.338475,-121.885794,0
34.015147,-118.122896,0
34.097866,-118.407379,0
34.097866,-118.407379,0
41.823875,-71.411994,0
32.715695,-117.161719,0
54.607712,-5.95621,1
54.607712,-5.95621,1
43.18418,-2.473289,0
40.465595,-3.696263,0
41.614152,0.625783,0
34.042309,-118.141507,0
37.755363,-122.443352,0
36.999276,-122.003482,0
40.697132,-73.931351,0
37.950322,27.373266,0
-31.399301,-64.182129,1
37.089185,-122.086756,0
41.400635,2.150913,0
34.081074,-118.394081,0
54.607712,-5.95621,1
54.607712,-5.95621,1
54.794884,-7.537385,1
55.011562,-7.312045,1
40.697132,-73.931351,0
54.607712,-5.95621,1
54.607712,-5.95621,1
40.438335,-79.997459,0
54.607712,-5.95621,1
33.44865,-84.454564,1
33.764496,-84.432083,1
42.761624,-72.511495,0
41.479561,-81.675461,0
40.697132,-73.931351,0
40.74617,-74.032814,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.74617,-74.032814,0
40.74617,-74.032814,0
40.74617,-74.032814,0
40.74617,-74.032814,0
40.74617,-74.032814,0
40.697132,-73.931351,0
40.697132,-73.931351,0
40.465595,-3.696263,0
41.583193,-87.499736,0
40.465595,-3.696263,0
54.607712,-5.95621,1
54.607712,-5.95621,1
34.097866,-118.407379,0
37.755363,-122.443352,0
41.890961,12.490069,0
37.755363,-122.443352,0
38.579065,-121.491014,0
37.54703,-122.314834,0
37.755363,-122.443352,1
34.097866,-118.407379,0
37.755363,-122.443352,0
54.077313,-6.608787,1
54.607712,-5.95621,1
42.636876,-83.288425,0
11.558831,104.917445,0
11.558831,104.917445,1
32.462925,-84.987629,0
35.487474,-80.622003,0
35.078014,-78.963646,0
54.22641,-7.649053,1
54.607712,-5.95621,1
54.183052,-6.341388,1
37.755363,-122.443352,0
33.888523,35.503513,0
,,0
54.552254,-6.086832,1
54.607712,-5.95621,1
54.607712,-5.95621,1
55.011562,-7.312045,1
54.531707,-6.737144,1
54.607712,-5.95621,1
,,0
31.771599,35.2034,1
54.607712,-5.95621,1
54.607712,-5.95621,1
42.651445,-73.755254,0
54.607712,-5.95621,1
54.819164,-7.467909,1
40.617623,-74.417061,1
41.890961,12.490069,0
40.697132,-73.931351,0
40.697132,-73.931351,0
35.724533,51.40519,0
52.50153,13.401851,0
40.697132,-73.931351,0
34.097866,-118.407379,0
45.511795,-122.675629,0
42.331685,-83.047924,0
55.011562,-7.312045,1
54.607712,-5.95621,1
55.011562,-7.312045,1
51.504387,-0.140041,0
54.607712,-5.95621,1
54.530989,-6.02939,1
54.607712,-5.95621,1
27.94653,-82.459269,0
54.607712,-5.95621,1
31.950001,35.933331,0
50.666667,17.933333,0
33.764496,-84.432083,0
54.607712,-5.95621,1
35.724533,51.40519,0
41.106178,28.689863,0
36.974025,-122.030954,0
37.755363,-122.443352,0
42.358635,-71.056699,0
54.607712,-5.95621,1
54.607712,-5.95621,1
55.011562,-7.312045,1
54.607712,-5.95621,1
34.097866,-118.407379,0
40.697132,-73.931351,0
54.607712,-5.95621,1
54.607712,-5.95621,1
54.607712,-5.95621,1
55.011562,-7.312045,1
53.361675,-6.245485,1
40.654614,-73.559413,0
54.607712,-5.95621,1
41.400635,2.150913,0
34.097866,-118.407379,0
54.607712,-5.95621,1
33.764496,-84.432083,1
-23.550711,-46.633475,0
-23.550711,-46.633475,0
-23.550711,-46.633475,0
38.395649,27.135641,0
54.463367,-6.328597,1
55.011562,-7.312045,1
31.950001,35.933331,0
40.697132,-73.931351,0
54.607712,-5.95621,1
54.607712,-5.95621,1
35.205894,-97.445714,0
42.36679,-71.106019,0
37.755363,-122.443352,0
35.205894,-97.445714,0
35.205894,-97.445714,0
43.618518,-116.214619,0
42.29776,-71.289744,0
40.75815,-73.327739,0
54.607712,-5.95621,1
52.50153,13.401851,0
23.583333,119.58333,1
39.933449,-75.106743,0
-33.873651,151.20689,0
54.819164,-7.467909,1
54.463367,-6.328597,1
54.183052,-6.341388,1
54.607712,-5.95621,1
30.084629,31.334314,1
